,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,キングズトゥルー,牡4,58.0,丸田,大竹,462(+2),7.5,3,美浦,2022103510,1117,ウインブライト,クイーンズトゥルー,キングカメハメハ,2.41608666155197,1,0.6041701473741113,1,-0.1028399293153041,3,2.6039617592564976,1,0.4953064118351927,0.1055705035353635
1,2,2,ヒストリアイ,セ5,58.0,杉原,橋田,552(-6),158.1,15,栗東,2021110062,1135,Liam's Map,Cara Bella,Ghostzapper,-0.6548149599863854,15,-1.003484109352495,13,-1.7526192203578606,15,-3.124856967813713,15,0.001610199135183,0.0050080884030058
2,2,3,オルトパラティウム,牡5,58.0,田辺,金成,506(-6),17.8,6,美浦,2021105056,1075,エピファネイア,ザレマ,ダンスインザダーク,-0.2598832022349882,6,-0.3813168491253124,6,0.0155914367399332,1,0.0510179054222085,5,0.0385606656011064,0.0444819537368105
3,3,4,サトノトルネード,牡6,58.0,石川,奥村武,542(0),92.1,14,美浦,2020103463,1150,ハーツクライ,タイタンクイーン,Tiznow,-0.5724927598265617,11,-0.7400022002918334,11,-1.3597180320940123,12,-0.965610837268931,8,0.0139517366051211,0.0085969465419677
4,3,5,キンググローリー,牡3,55.0,三浦,古賀慎,466(+2),4.2,2,美浦,2023100021,1122,ダノンプレミアム,ハーフムーン,Duke of Marmalade,0.3198393722211727,3,-0.7063825110305662,9,-0.1575069913091389,4,-1.6979774085744188,10,0.0067075745456816,0.1885187563131492
5,4,6,ハイラント,セ5,58.0,小崎,伊藤大,442(+2),23.2,8,美浦,2021103033,1152,バゴ,サトノサンシャイン,ステイゴールド,-0.4800552638056962,8,-0.2458737602620574,5,-0.659527169784209,8,-1.759376821116614,11,0.0063081219688396,0.0341283955394494
6,4,7,ビッグベルーガ,牡6,58.0,松岡,牧浦,478(-6),69.1,12,栗東,2020102760,1085,ハービンジャー,イチオクノホシ,ゼンノロブロイ,-0.6157230557141619,14,-0.6564610248836898,8,-1.382261947232347,13,-2.59888538715198,14,0.0027246212795056,0.0114584482853144
7,5,8,ヴァイザーバルコ,セ6,58.0,大野,水野,464(-6),58.9,10,美浦,2020106694,1096,ゴールドシップ,カレイメモワール,アドマイヤムーン,-0.5804990695997158,12,-0.5126096439703296,7,-0.8059657611848101,9,-1.578793936364309,9,0.0075565964912141,0.0134427636080683
8,5,9,スズカミエール,牝5,56.0,丸山,吉村,484(+6),41.7,7,栗東,2021102988,1127,エピファネイア,スズカローラー,スズカマンボ,-0.3239901979147148,7,-0.7527329749950591,12,-1.2139857609381342,11,0.343267576384288,3,0.051649597463641,0.0189875006358567
9,6,10,ノクターン,牝4,56.0,坂井,木村,500(-2),2.6,1,美浦,2022105118,1163,キタサンブラック,ラッドルチェンド,Danehill Dancer,2.2820620410877104,2,-0.1041990190736598,4,-0.3324271347671989,5,1.998728728499196,2,0.2704111433976621,0.3045302986597026
10,6,11,ウインマイルート,牡7,58.0,菊沢,鈴木慎,448(-8),36.8,9,美浦,2019100212,1161,ゴールドシップ,コスモマイルール,ルールオブロー,-0.5455370417531002,10,-1.0560558459269602,15,-0.8221465131597108,10,-1.7687564501739632,12,0.0062492307453964,0.0215157276226963
11,7,12,クリフハンガー,セ5,58.0,原,上原博,442(-2),83.9,13,美浦,2021101701,1184,ルーラーシップ,リリックドラマ,ステイゴールド,-0.6086925547000841,13,-1.0487069486737188,14,-1.5787656697366406,14,-1.79187928640122,13,0.0061063886281064,0.0094371725448775
12,7,13,サトノソティラス,牡4,58.0,荻野極,池江,498(-4),7.4,4,栗東,2022105587,1160,サトノダイヤモンド,ロングホットサマー,Street Boss,0.1103052816301118,4,0.3651475089098046,2,-0.0448494837739882,2,0.2633324339681176,4,0.0476816801212579,0.1069971319615171
13,8,14,モルトマエストーソ,牡5,58.0,木幡巧,手塚徳,542(+2),55.7,11,美浦,2021105838,1162,ドゥラメンテ,ラッドルチェンド,Danehill Dancer,-0.5417631368037362,9,-0.0530975833287263,3,-0.383276650082646,6,-0.9423409835626848,7,0.014280198281126,0.0142150588243308
14,8,15,アメティスタ,牝3,53.0,戸崎圭,牧浦,462(+2),7.0,5,栗東,2023105807,5386,キタサンブラック,ティアーモ,キングカメハメハ,0.0551578858481793,5,-0.7274234344433602,10,-0.5502127644416335,7,-0.1705934760081547,6,0.0308958339009653,0.1131112537878895
