,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,ニシノイサリビ,牡2,55.0,戸崎圭,斎藤誠,484(0),1.3,1,美浦,2024103977,5386,ダノンスマッシュ,ヒルノマリブ,ゴールドアリュール,2.9584909633529524,1,-0.0041300848961758,6,-1.0332749062641189,6,-0.3576241824424842,11,0.0756084531738519,0.5947064265503079
1,2,2,スリーフラワー,牝2,52.0,▲佐藤,伊藤圭,426(0),16.3,4,美浦,2024101312,1207,グレーターロンドン,スズカマンサク,ロードカナロア,-0.1282432648829624,4,-0.0041300848961758,6,-0.963405226900623,5,0.0460741725455853,2,0.1132124844548673,0.0474305738966503
2,3,3,アップルザビート,牡2,55.0,石川,本間,432(0),40.5,8,美浦,2024109020,1150,エスケンデレヤ,フィッシュザビート,ステイゴールド,-0.5186906658272247,11,-0.0041300848961758,6,-0.79126726628172,3,-0.3382929992415548,9,0.0770842727444033,0.0190893420868
3,4,4,リーディンアクター,牡2,55.0,西村太,堀内,402(0),14.4,5,美浦,2024100072,1131,ゴールドドリーム,パイカジ,ローエングリン,-0.0786363750334865,3,-0.0041300848961758,6,-1.17553462089093,9,0.0630018139368928,1,0.1151452169429476,0.053688774619125
4,5,5,ディスペアーホープ,牡2,55.0,菊沢,小手川,414(0),12.2,3,美浦,2024100615,1161,ステルヴィオ,トーホウハニー,ステイゴールド,-0.2505107931364586,6,-0.0041300848961758,6,-1.1202839473570492,8,-0.3382929992415548,9,0.0770842727444033,0.0633703569274918
5,6,6,トムキャット,牝2,55.0,松岡,伊藤伸,436(0),36.6,10,美浦,2024101524,1085,ステルヴィオ,メガミチャン,クロフネ,-0.5006651935144447,10,-0.0041300848961758,6,-1.0593065348299069,7,-0.3261441244151322,7,0.0780264716647955,0.0211234523091639
6,6,7,パルセノスミハ,牝2,55.0,石橋脩,菊川,424(0),43.7,9,美浦,2024104736,1077,ヘニーヒューズ,リニューワブル,Bernardini,-0.4678974614092331,9,-0.0041300848961758,6,-0.2657114193057821,2,-0.218791807962904,6,0.0868689330354554,0.0176914955266682
7,7,8,センカンナガト,牡2,52.0,▲石神道,和田雄,398(0),64.4,11,美浦,2024101497,1209,ロジャーバローズ,スティルネス,ゴールドヘイロー,-0.4248688349482661,7,-0.0041300848961758,6,0.0062835429188888,1,-0.0814255101926683,4,0.0996602362742294,0.0120049433930962
8,7,9,ソースウィート,牝2,55.0,小林脩,久保田,394(0),19.9,7,美浦,2024101411,1183,インディチャンプ,スウィートレイディー,Encosta de Lago,-0.1957063749124068,5,-0.0041300848961758,6,-0.8443222655507132,4,0.0232122711836386,3,0.110653593808006,0.038850168568613
9,8,10,セイリュウ,牡2,55.0,木幡巧,高木,458(0),7.6,2,美浦,2024102927,1162,スノードラゴン,コウセイオリーヴ,マーベラスサンデー,0.0555206237524143,2,-0.0041300848961758,6,-1.3659713577273054,11,-0.1916447205243752,5,0.0892594728427651,0.1017260992783421
10,8,11,アドバンスアゲイン,牝2,55.0,武藤,武藤,428(0),25.5,6,美浦,2024108024,1169,ミスチヴィアスアレックス,アマルティア,アドマイヤムーン,-0.4487926234408843,8,-0.0041300848961758,6,-1.2451371797391773,10,-0.3342495211670314,8,0.0773965923142745,0.0303183668437411
