,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,ダノンアンチュラス,牡4,58.0,Ｍデムーロ,坂口,472(-4),24.8,10,栗東,2022105687,5212,エピファネイア,アンチュラス,ディープインパクト,-0.833350402840435,9,-0.0186623444347904,9,-0.7284663160585596,9,-2.360187367928776,10,0.0078365430094167,0.0318796057488062
1,2,2,ヴェストラン,牡5,58.0,太宰,本田,448(0),83.3,11,栗東,2021100695,1037,レインボーライン,アテナブルー,ジャングルポケット,-0.9522303171564892,10,-0.0105321535527218,6,-0.3102412198840286,6,-2.1210404364236166,9,0.0099537038282213,0.0094911671376998
2,3,3,ウインリュクス,牝6,56.0,松山,吉田,440(0),4.8,3,栗東,2020105189,1126,ハービンジャー,ウインプリメーラ,ステイゴールド,0.4793337414252727,4,0.0223350822348545,2,-0.1888247595785873,4,0.1745411989653292,5,0.0988423702329453,0.1647112963688323
3,4,4,カレンラップスター,牡4,58.0,団野,小林,508(+4),20.6,6,栗東,2022104723,1180,ルーラーシップ,カレンオプシス,サムライハート,-0.7030501469035669,8,-0.0148168807110134,8,-1.0986701312016116,10,-1.2596266732759307,8,0.0235554799837805,0.0383793311927376
4,5,5,バリオス,牡3,55.0,高杉,武幸,530(+2),9.8,5,栗東,2023105354,1213,キタサンブラック,アンジュシュエット,フレンチデピュティ,-0.4404608935752054,6,-0.0105321535527218,6,-0.0514717951724217,2,-1.159492159818262,7,0.0260363334410849,0.0806749206704484
5,6,6,ジュンライデン,牡4,58.0,富田,友道,524(0),17.5,7,栗東,2022104899,1168,レイデオロ,チェリーコレクト,Oratorio,0.0582927621349907,5,-0.0230877571156695,10,-0.3014852856857744,5,0.5685878748359587,3,0.1465802466517072,0.0451779555754511
6,6,7,フリーガー,牡3,55.0,コレット,矢作,428(-18),15.3,8,栗東,2023104389,5691,コントレイル,ゲットリッドオブワットアイレスユー,Ghostzapper,-0.563733651512157,7,-0.0105321535527218,6,-0.707780755144224,8,-0.892131199012068,6,0.0340167810571202,0.0516741321941434
7,7,8,ミッドタウンナイト,牝4,56.0,秋山稔,河嶋,486(-10),54.8,9,栗東,2022105529,1181,ブラックタイド,ミッドナイトフラッシュ,Anabaa Blue,-0.9624024793194896,11,-0.0230877571156695,10,-1.2110265324035607,11,-3.230209932978508,11,0.0032830577513436,0.0144272668352261
8,7,9,ダノンテムズ,牡3,55.0,川田,寺島,456(-2),2.9,2,栗東,2023107041,1088,ダノンキングリー,ショウリュウムーン,キングカメハメハ,1.4038078067463886,2,0.0223350822348545,2,-0.4613548547397507,7,0.5820604078373843,2,0.148568416632423,0.2726255939897914
9,8,10,レッドヴァリアート,牡4,58.0,西村淳,加藤公,460(-2),6.1,4,栗東,2022105290,1171,ルーラーシップ,ガールズバンド,ディープインパクト,0.5142425185515184,3,0.0223350822348545,2,-0.0364315169188195,1,0.5219240312606631,4,0.1398973855676434,0.1296088889459664
10,8,11,タガノアルトゥーラ,牡3,55.0,吉村,長谷川,484(+6),4.9,1,栗東,2023104315,1216,シルバーステート,タガノヴェローナ,クロフネ,1.9995510624491728,1,0.0223350822348545,2,-0.1748505153111577,3,1.4710823425872082,1,0.3614296818443134,0.1613498413408969
