,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202606040209,1,3,6,アスタールフナ,牝4,56.0,北村友,0:1:09.2,,2,4.6,36.0,,栗東 中竹,462(+6),ダート,1200,不良,２勝クラス
202606040209,2,2,3,サマースイートピー,牝4,56.0,内田博,0:1:10.1,5,12,36.8,36.6,,美浦 千葉,482(0),ダート,1200,不良,２勝クラス
202606040209,3,5,10,モーゲンセン,牡3,56.0,津村,0:1:10.2,1/2,5,11.7,36.7,,美浦 斎藤誠,514(-4),ダート,1200,不良,２勝クラス
202606040209,4,4,8,ルーフオブヘヴン,牝5,56.0,原,0:1:10.4,1.1/4,3,7.9,35.8,,美浦 武藤,474(-4),ダート,1200,不良,２勝クラス
202606040209,5,2,4,ホウオウプレミア,牡7,58.0,岩田康,0:1:10.5,クビ,8,18.2,35.6,,美浦 奥村武,486(-4),ダート,1200,不良,２勝クラス
202606040209,6,6,11,サヨノジャンボリー,牡4,58.0,大野,0:1:10.5,クビ,10,25.2,36.6,,美浦 小笠,474(-8),ダート,1200,不良,２勝クラス
202606040209,7,5,9,ピコニ,牡5,58.0,木幡巧,0:1:10.7,3/4,11,33.7,36.9,,美浦 牧,500(+4),ダート,1200,不良,２勝クラス
202606040209,8,8,15,サードウインド,牝4,56.0,ミシェ,0:1:10.7,クビ,13,70.4,36.5,,美浦 西田,466(+10),ダート,1200,不良,２勝クラス
202606040209,9,7,13,キタノライブリー,牝4,56.0,木幡初,0:1:10.8,クビ,9,24.8,36.0,,美浦 本間,452(+4),ダート,1200,不良,２勝クラス
202606040209,10,7,14,イノキ,牡4,58.0,菊沢,0:1:10.8,クビ,7,16.0,36.2,,美浦 岩戸,504(+2),ダート,1200,不良,２勝クラス
202606040209,11,1,2,キョウエイカンフ,牡6,58.0,石橋脩,0:1:10.9,1/2,4,8.7,35.8,,美浦 勢司,526(-4),ダート,1200,不良,２勝クラス
202606040209,12,4,7,レヴィテーション,牝5,56.0,柴田大,0:1:11.3,2,14,113.3,36.4,,美浦 中川,464(+10),ダート,1200,不良,２勝クラス
202606040209,13,8,16,ドントゥザムーン,牡4,58.0,三浦,0:1:11.5,1.1/4,1,2.7,37.9,,美浦 高木,470(0),ダート,1200,不良,２勝クラス
202606040209,14,3,5,ラヴァグロウ,牝6,56.0,丸田,0:1:11.6,1/2,15,165.4,36.3,,美浦 畠山,450(-2),ダート,1200,不良,２勝クラス
202606040209,15,1,1,ホープエトワール,牡4,58.0,菅原隆,0:1:11.7,3/4,16,270.6,36.4,,美浦 天間,438(+6),ダート,1200,不良,２勝クラス
202606040209,16,6,12,ジャスパーソレイユ,牡4,58.0,団野,0:1:11.7,クビ,6,15.3,37.4,,栗東 森秀,482(0),ダート,1200,不良,２勝クラス
