,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,デルアヴァー,牡4,58.0,西村淳,松永幹,492(+4),栗東,2022110054,1171,Frankel,アムールブリエ,Smart Strike,-0.014535212710312308,7,-0.003425811304346475,7,,
1,2,2,マイノワール,牡5,58.0,浜中,笹田,478(0),栗東,2021104411,1115,マインドユアビスケッツ,チカノワール,ハービンジャー,-0.014535212710312308,7,-0.003425811304346475,7,,
2,3,3,ペンナヴェローチェ,牡5,58.0,団野,須貝,502(+4),栗東,2021104092,1180,キズナ,エンパイアブレイク,エンパイアメーカー,-0.014535212710312308,7,-0.003425811304346475,7,,
3,4,4,ピエマンソン,牡4,58.0,幸,平田,486(-2),栗東,2022100204,732,ジャスタウェイ,ミュゲプリンセス,エンパイアメーカー,-0.014535212710312308,7,-0.003425811304346475,7,,
4,5,5,ショウサンジョージ,牡4,58.0,国分優,松下,494(-6),栗東,2022102131,1125,モズアスコット,ショウサンウルル,Grand Slam,-0.014535212710312308,7,-0.003425811304346475,7,,
5,6,6,ケイアイメキラ,セ6,58.0,藤懸,秋山,498(+4),栗東,2020104215,1138,パイロ,ケイアイベローナ,クロフネ,0.31496367625140326,2,0.009431179902797734,2,,
6,6,7,プルナチャンドラ,牡5,58.0,酒井,小野,516(+4),美浦,2021100329,1034,アニマルキングダム,エーシンジョイフル,オペラハウス,-0.014535212710312308,7,-0.003425811304346475,7,,
7,7,8,プロミシングスター,牡5,58.0,田口,高橋忠,454(-4),栗東,2021103073,1208,マジェスティックウォリアー,ファインチョイス,アドマイヤムーン,0.5517069423874733,1,0.018668862313968818,1,,
8,7,9,タガノマカシヤ,牡4,58.0,岩田望,中村,512(+6),栗東,2022107134,1174,アメリカンペイトリオット,タガノディーバ,フジキセキ,-0.014535212710312308,7,-0.003425811304346475,7,,
9,8,10,パシアンジャン,牡5,58.0,松山,鈴木孝,464(-2),栗東,2021104503,1126,シニスターミニスター,カメリアテソーロ,ゴールドアリュール,-1.4851433673610515,11,-0.06080869406027587,11,,
10,8,11,アラレタバシル,牡5,58.0,鮫島駿,松尾,464(0),美浦,2021107192,1157,ケープブランコ,クサナギノツルギ,デュランダル,0.0372823253214248,3,-0.0014038996889561349,3,,
