,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ヴォンサクレ,牡3,57.0,武藤,勢司,478(-2),美浦,2023100651,1169,アルアイン,アンジュデュバン,ハーツクライ,-2.1542781448427073,16,-1.35580687347988,16,,
1,1,2,ナディア,牝3,53.0,△舟山,菊川,436(+4),美浦,2023105951,1221,マクマホン,トーセンリラ,トーセンブライト,0.47412258043786076,7,-0.11223940356682319,7,,
2,2,3,ルミノヴァンクール,牡3,57.0,丹内,金成,552(+2),美浦,2023103831,1091,デクラレーションオブウォー,ルミノアルマース,ダイワメジャー,1.0819644236152983,2,0.17534701191279037,2,,
3,2,4,ナムラシンジロー,牡3,57.0,松本,羽月,444(+4),栗東,2023100672,1191,ミッキーアイル,ナムラキヌ,ゼンノロブロイ,1.78714948129696,1,0.5089891348840004,1,,
4,3,5,ブルーブロディ,牡3,54.0,▲上里,伊坂,498(-2),美浦,2023103835,1217,アジアエクスプレス,ガラシア,シンボリクリスエス,0.03451290587480899,8,-0.32023063012810826,8,,
5,3,6,イザショウブ,牡3,57.0,長岡,高橋亮,486(-2),栗東,2023100600,1142,キタサンブラック,カラヴェッラ,Ghostzapper,0.7021887943513601,4,-0.004335109567366199,4,,
6,4,7,ピコブロッサム,牝3,50.0,▲石田,伊藤大,464(-10),美浦,2023107510,1203,Ocean Park,Toffee Nose,Toorak Toff,0.5223021928624068,6,-0.089444325880262,6,,
7,4,8,ミエノストロング,牡3,57.0,石川,上原佑,470(-2),美浦,2023105257,1150,シスキン,リセエンヌ,ディープインパクト,0.6779993812077493,5,-0.0157797751437961,5,,
8,5,9,ウマナミカイドウ,セ3,53.0,★河原田,天間,456(0),美浦,2023100465,1204,ホークビル,エクレアオール,ゴールドアリュール,-0.1171109099281304,9,-0.39196795814779123,9,,
9,5,10,タイキアロハ,牡3,57.0,菊沢,西田,480(+2),美浦,2023102183,1161,ラブリーデイ,フェリーチェ,モンテロッソ,-0.679775313598053,12,-0.6581797051435824,12,,
10,6,11,ブランニューホーム,牡3,54.0,▲遠藤,深山,442(-4),美浦,2023106607,1218,フィエールマン,ユメノマイホーム,ストーミングホーム,-0.19958564294672632,10,-0.4309889849209223,10,,
11,6,12,コンフィグシス,牝3,55.0,丸田,小笠,452(+2),美浦,2023103688,1117,シスキン,グラシアディヴィナ,ディープインパクト,-0.40484733000533313,11,-0.5281038405022797,11,,
12,7,13,ヒロイックヴァース,牡3,57.0,荻野極,浅利,480(0),美浦,2023102418,1160,ベンバトル,ポップシンガー,スマートファルコン,1.0441059436822664,3,0.15743514114961016,3,,
13,7,14,イノセントホープ,牡3,57.0,横山琉,小島,482(-8),美浦,2023103328,1192,エイシンフラッシュ,イノセントミューズ,ヴィクトワールピサ,-1.3041049207165236,15,-0.9535669276658456,15,,
14,8,15,トレセデオロ,牡3,57.0,富田,清水久,444(-6),栗東,2023102771,1168,レイデオロ,ハナフブキ,ディープインパクト,-0.7353119646561076,14,-0.6844555967834833,14,,
15,8,16,レイアン,牝3,52.0,▲和田陽,笹田,426(0),栗東,2023103887,1223,サートゥルナーリア,エトワール,Siyouni,-0.729331476635129,13,-0.6816260661546254,13,,
