,2023101525
peds_0,サトノクラウン
peds_1,シェリール
peds_2,Marju  (愛)
peds_3,ジョコンダII  Jioconda(愛)
peds_4,サンデーサイレンス  Sunday Silence(米)
peds_5,ジェドゥーザムール  J'ai Deux Amours(仏)
peds_6,ラストタイクーン  Last Tycoon(愛)
peds_7,Flame of Tara
peds_8,Rossini
peds_9,La Joconde
peds_10,Halo
peds_11,Wishing Well
peds_12,Top Ville
peds_13,Pollenka
peds_14,トライマイベスト
peds_15,Mill Princess
peds_16,アーテイアス
peds_17,Welsh Flame
peds_18,Miswaki
peds_19,Touch of Greatness
peds_20,Vettori
peds_21,Lust
peds_22,Hail to Reason
peds_23,Cosmah
peds_24,Understanding
peds_25,Mountain Flower
peds_26,High Top
peds_27,Sega Ville
peds_28,Reliance
peds_29,Polana
peds_30,Northern Dancer
peds_31,Sex Appeal
peds_32,Mill Reef
peds_33,Irish Lass
peds_34,Round Table
peds_35,Stylish Pattern
peds_36,Welsh Pageant
peds_37,Electric Flash
peds_38,Mr. Prospector
peds_39,Hopespringseternal
peds_40,Hero's Honor
peds_41,Ivory Wand
peds_42,Machiavellian
peds_43,Air Distingue
peds_44,Pursuit of Love
peds_45,Pato
peds_46,Turn-to
peds_47,Nothirdchance
peds_48,Cosmic Bomb
peds_49,Almahmoud
peds_50,Promised Land
peds_51,Pretty Ways
peds_52,Montparnasse
peds_53,Edelweiss
peds_54,Derring-Do
peds_55,Camenae
peds_56,Charlottesville
peds_57,La Sega
peds_58,Tantieme
peds_59,Relance
peds_60,Botticelli
peds_61,Parabola
