,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ブルスケッタ,牝5,53.0,▲佐藤,小手川,502(-6),美浦,2021100410,1207,ロードカナロア,アルスノヴァ,ダンスインザダーク,-1.8911178728156988,16,-1.28279515143487,16,,
1,1,2,ルーフオブヘヴン,牝5,53.0,▲石神道,武藤,466(+4),美浦,2021104874,1209,ドレフォン,スターズインヘヴン,ワークフォース,-0.669100295000123,11,-0.6439480933118223,11,,
2,2,3,フラッシュポイント,牝4,56.0,横山武,西田,510(+8),美浦,2022104609,1170,ニューイヤーズデイ,アドマイヤフッキー,フジキセキ,1.316223014634962,1,0.39394037802316084,1,,
3,2,4,ラヴァグロウ,牝6,56.0,丸田,畠山,452(-6),美浦,2020103937,1117,ホッコータルマエ,ブロンズテーラー,ロージズインメイ,0.9639441337298129,3,0.20977582033535122,3,,
4,3,5,ヒットミー,牝4,54.0,△長浜,鹿戸,480(+4),美浦,2022104394,1214,シニスターミニスター,スリーアロー,アルデバラン,0.4278086095690208,7,-0.07050541995387065,7,,
5,3,6,クイーンアポーン,牝7,56.0,丸山,土田,466(+10),美浦,2019104128,1127,アポロキングダム,イエスオアノー,サクラバクシンオー,-1.0275650495284374,12,-0.8313465056002705,12,,
6,4,7,ブエナディオサ,牝7,56.0,柴田善,奥平,474(+4),美浦,2019106938,641,メイショウボーラー,ヴェイグストーリー,ゴールドアリュール,-0.49518862222624926,10,-0.5530304481471349,10,,
7,4,8,トキメキジニア,牝4,56.0,菊沢,佐藤吉,462(-2),美浦,2022100323,1161,コパノリッキー,メイショウアンデス,ダンスインザダーク,-1.3194087684797293,14,-0.9839167342683397,14,,
8,5,9,スマイルディシー,牝4,53.0,▲石田,中川,470(0),美浦,2022104271,1203,ディスクリートキャット,カジノスマイル,カジノドライヴ,-1.553898506899043,15,-1.10650341572754,15,,
9,5,10,フォンメイリー,牝7,53.0,▲上里,粕谷,496(+4),美浦,2019105287,1217,ドレフォン,チャイナドール,スペシャルウィーク,-0.08323978910621646,8,-0.337671598230761,8,,
10,6,11,オオゾラヒバリ,牝5,56.0,野中,根本,476(+12),美浦,2021101793,1158,トーセンラー,ゴールドリボン,スターキングマン,0.765608901290448,5,0.10609001248262548,5,,
11,6,12,レインボーラッキー,牝4,56.0,横山琉,斎藤誠,450(+14),美浦,2022106324,1192,Quality Road,ホールハーテッド,Awesome Again,-1.186222536299601,13,-0.9142895585587535,13,,
12,7,13,アイドル,牝4,56.0,荻野極,上原佑,498(0),美浦,2022105966,1160,ルーラーシップ,ツボミ,スペシャルウィーク,0.9030295799282309,4,0.17793087456740106,4,,
13,7,14,パレスドフィーヌ,牝5,56.0,津村,鈴木慎,496(0),美浦,2021105373,1092,サトノアラジン,アナスタシアブルー,ファルブラヴ,0.9671130536882634,2,0.21143247014926164,2,,
14,8,15,デルマエアロール,牝4,56.0,杉原,大和田,454(+2),美浦,2022105535,1135,マインドユアビスケッツ,メープルリキュール,オルフェーヴル,0.4653756422423745,6,-0.05086610482332646,6,,
15,8,16,シンガソング,牝4,53.0,舟山瑠泉,土田,434(+4),美浦,2022107300,1221,ファインニードル,モリトシラユリ,クロフネ,-0.19265380307176838,9,-0.39487111991380824,9,,
