,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,プリンセスダーコ,牝3,55.0,原,清水英,468(-2),64.0,12,美浦,2023109055,1184,マクフィ,エイシンエトワール,ディープインパクト,-0.7844743670379227,14,-0.0011810738734191,6,-0.1930157718600768,6,-1.1781523401958447,8,0.0505869695394714,0.0123500163014548
1,1,2,サクラボーベル,牝3,55.0,小崎,森一,480(-4),13.5,4,美浦,2023102869,1152,シャンハイボビー,サクラステラーノ,サクラプレジデント,-0.0553434388991886,6,-0.0011810738734191,6,-0.2789546602807922,11,-0.9735299998845626,7,0.0620733260500177,0.0585482254291191
2,2,3,エクスペクタント,牡3,57.0,横山典,平岩,466(+10),35.9,7,美浦,2023105579,660,ミッキーアイル,レインボークォーツ,Mr. Greeley,-0.2999796876308902,8,-0.0115974021122807,13,-0.2188317523788426,8,-0.7292310888273478,3,0.0792506231260246,0.0220167421530113
3,2,4,ヌビアン,牡3,57.0,木幡巧,清水英,450(+4),54.9,11,美浦,2023103299,1162,シニスターミニスター,ロイヤルメジャー,ダイワメジャー,-0.7629237845569832,13,-0.0011810738734191,6,-0.1956833725236885,7,-1.184938568825109,9,0.0502448370063259,0.0143971046137178
4,3,5,ジャガーライズ,牡3,57.0,三浦,伊藤圭,474(+2),10.5,5,美浦,2023102594,1122,パイロ,ハニーディスタフ,ゴールドアリュール,-0.2767574211688799,7,-0.0011810738734191,6,-0.3450842743470502,15,-1.775793412706953,12,0.0278282850596493,0.0752762898374389
5,3,6,ニンジャトットリ,牡3,57.0,木幡育,松永康,448(-2),4.3,2,美浦,2023106658,1167,ミッキーアイル,ディアデム,シンボリクリスエス,1.0433292924731796,4,-0.0115974021122807,13,-0.3612886151301496,16,-1.9351946833721776,15,0.023727902610404,0.1838141961146764
6,4,7,ジーティーフクフク,牝3,55.0,杉原,西田,448(-2),101.3,10,美浦,2023106330,1135,リオンディーズ,クイーンキセキ,フジキセキ,-0.6843286921283914,12,-0.0011810738734191,6,-0.2885801558990093,12,-0.957801770122572,6,0.0630573477586905,0.0078025769328046
7,4,8,アンセートゥモダン,牝3,55.0,野中,杉浦,430(+20),157.3,16,美浦,2023105251,1158,ルヴァンスレーヴ,メジャーフォルム,ダイワメジャー,1.5327423485810787,3,0.0104081366958274,1,0.2348822130824071,1,0.3839326232084751,1,0.2412367912804932,0.0050248000209352
8,5,9,ハングローズ,牝3,52.0,▲上里,奥村武,444(+2),3.1,1,美浦,2023102122,1217,ドレフォン,ハワイアンローズ,キングカメハメハ,1.9355163414761287,1,0.0076679908615839,2,-0.1134174074612474,3,-1.959478845446144,16,0.0231586305014952,0.254968078481648
9,5,10,ライブリピュア,牝3,51.0,★谷原,尾形,450(+6),57.4,14,美浦,2023102345,1219,クリエイター,トチノタイヨー,プリサイスエンド,-0.5836719881968215,10,-0.0115974021122807,13,-0.1435433753426797,4,-0.9266403505689232,5,0.0650532401441312,0.0137700530190437
10,6,11,レーヴルーバ,牝3,52.0,▲佐藤,蛯名利,412(-4),103.5,13,美浦,2023106317,1207,レーヴミストラル,マクルーバ,スズカマンボ,-0.6045798011471502,11,-0.0115974021122807,13,-0.1664431070776484,5,-0.8600526059281741,4,0.0695324644861105,0.007636725055972
11,6,12,グラデュエール,牝3,55.0,木幡初,粕谷,424(0),100.9,15,美浦,2023103225,1153,ミスチヴィアスアレックス,マドリガルスコア,ダンスインザダーク,-1.055620132589416,16,-0.0115974021122807,13,-0.0957155146991137,2,-1.5857734827724843,11,0.0336520131876065,0.0078335088532518
12,7,13,ゲンテン,牡3,57.0,戸崎圭,尾関,504(+2),3.3,3,美浦,2023107346,5386,シルバーステート,レディイヴァンカ,Tiz Wonderful,1.7679989608179805,2,0.0017867991864033,3,-0.2988641725538941,13,-1.8687423234767984,14,0.0253582479710142,0.2395154676645784
13,7,14,イデアジュアンイハ,牝3,55.0,石橋脩,小野,424(+2),43.6,9,美浦,2023102157,1077,ハービンジャー,マスイデア,リンカーン,-0.8668999199201161,15,-0.0115974021122807,13,-0.2535821309832273,9,-1.456723025574959,10,0.0382874948927896,0.0181284642957135
14,8,15,セントリアン,牝3,52.0,▲石田,萱野,414(-10),13.6,6,美浦,2023100888,1203,アジアエクスプレス,ラブラブラブ,オルフェーヴル,-0.4961339338026523,9,-0.0115974021122807,13,-0.2992167474463141,14,-1.7829056014850986,13,0.0276310671995842,0.0581177237715521
15,8,16,テルケンレンタッチ,牡3,57.0,菊沢,勢司,516(0),38.0,8,美浦,2023102159,1161,エスケンデレヤ,ジョディアリエル,ドゥラメンテ,0.1911262237300459,5,-0.0087284666627124,9,-0.2580869410273406,10,-0.3200310421101112,2,0.1193207591861911,0.0208000274550818
