,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,エンダードラゴン,牡4,58.0,浜中,友道,514(-6),7.3,5,栗東,2022104890,1115,リアルスティール,ダストアンドダイヤモンズ,Vindication,0.1988584864056761,5,-0.0140215476198475,13,-0.2435818581001855,4,-0.466239716156312,5,0.0599983822209904,0.1083630678563014
1,2,2,タイセイデクスター,牡4,58.0,黛,伊藤圭,502(-6),80.6,12,美浦,2022103986,1109,デクラレーションオブウォー,サウンドアドバイス,アグネスタキオン,-0.9381930954834397,14,-0.0103692549006235,11,-0.9177751965997368,10,-2.017694314049731,14,0.0127160248971019,0.0098145210341315
2,3,3,イサギ,牡3,55.0,小沢,小椋,474(-6),43.6,10,栗東,2023101713,1185,リアルスティール,キララチュール,タイキシャトル,-0.7810221680751785,11,0.0,5,-0.8503478296657154,9,-1.3600524905448277,10,0.024544917945627,0.0181433576915367
3,3,4,ディアスポラ,牡5,58.0,岩田康,田中剛,516(-2),37.7,7,美浦,2021102498,5203,マジェスティックウォリアー,ウエバフラッシュ,ダイワメジャー,-0.8362837804196431,12,-0.0064907629733172,10,-1.8584661333607253,14,-1.8783030902927305,13,0.0146180084591537,0.0209827691074535
4,4,5,ウィズマスタング,牡4,58.0,横山武,高橋文,446(-8),10.4,6,美浦,2022106045,1170,レイデオロ,ラヴザットマスタング,Candy Ride,1.54957692740669,2,0.0,5,0.6019035968842268,1,1.0211831291647366,1,0.2655333498273921,0.0760625380145192
5,4,6,ノリノドラゴン,牡3,55.0,吉田隼,荒川,432(-4),47.6,9,栗東,2023101721,1095,ホッコータルマエ,ジェッシージェニー,ストロングリターン,-0.692873803650593,9,0.0,5,-1.622226477470278,13,-0.9395576728901748,8,0.0373749106899424,0.0166187057846848
6,5,7,グランセレスト,牡3,55.0,丹内,竹内,532(+14),6.3,3,美浦,2023100953,1091,モーリス,ハンティングシーズン,Pioneerof the Nile,1.7744937806741985,1,0.0,5,-0.6198286160606603,6,0.9402057458159516,2,0.2448787183529094,0.125563554817619
7,5,8,パラダイスフェイス,牡3,55.0,古川吉,牧,506(-2),3.4,1,美浦,2023104103,1015,エスポワールシチー,ステージトリック,Distorted Humor,1.4718847317340005,3,-0.0140215476198475,13,0.0296173955682736,3,0.0342564963715165,3,0.098969706801248,0.2326618809855883
8,6,9,シェーンルスカ,牝4,52.0,★河原田,本間,488(+10),60.2,14,美浦,2022103018,1204,イスラボニータ,シャララ,メイショウサムソン,-0.8424697812015013,13,0.0,5,-1.3233608981485256,12,-1.4847656118788808,11,0.021667028978071,0.0131403720157973
9,6,10,タイセツナヒ,牡3,55.0,佐々木,杉浦,470(+6),29.1,8,美浦,2023102352,1197,ホッコータルマエ,アイアムキャツアイ,アイルハヴアナザー,-0.7683131537892426,10,0.0,5,-0.6942380595035227,7,-1.7194697904459246,12,0.0171343894781282,0.0271838623831958
10,7,11,ストロングボーイ,牡3,55.0,武豊,野中,526(+4),3.7,2,栗東,2023106397,666,アスクピーターパン,サンキューアスク,シンボリクリスエス,0.8847721847242304,4,0.0,5,0.1575719697629249,2,-0.8102320685892513,7,0.0425349140799955,0.2137974041489189
11,7,12,カーマンライン,セ5,55.0,▲遠藤,小島,496(+4),35.3,11,美浦,2021105329,1218,ネオユニヴァース,トーコーディオーネ,エンパイアメーカー,-0.3261194625510151,7,0.0,5,-0.3858104063215252,5,-0.1959082523093082,4,0.0786218037779977,0.0224093596416714
12,8,13,ガラスノブルース,牡5,57.0,☆長浜,石栗,454(+8),70.8,13,美浦,2021104276,1214,デクラレーションオブウォー,スティルウォーター,キングカメハメハ,-0.6155555821500587,8,0.0,5,-1.189413456405335,11,-0.5952414439053065,6,0.052736924830856,0.0111730281829237
13,8,14,ホウオウバローロ,牡5,56.0,△鷲頭,前川,466(-2),7.6,4,栗東,2021105772,1202,ロードカナロア,ホウオウパフューム,ハーツクライ,-0.0787552836241224,6,-0.0140215476198475,13,-0.8325899400556187,8,-1.204673958197301,9,0.0286709196605862,0.1040855783356579
