,result_flag
0,3
1,3
2,3
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,3
12,3
13,5
14,0
15,0
16,0
17,0
18,0
19,3
20,2
21,2
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,3
32,7
33,1
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,6
44,2
45,2
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,4
62,2
63,1
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,3
73,2
74,3
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,3
84,7
85,1
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,3
97,2
98,8
99,0
100,0
101,0
102,0
103,0
104,0
105,3
106,4
107,2
108,0
109,0
110,0
111,0
112,0
113,10
114,7
115,8
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,4
131,2
132,2
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
