,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,サイオウガウマ,牝2,55.0,木幡初,本間,434(0),美浦,2023105848,01153,ウインブライト  2014 芦毛  [血統][産駒]  Halo系,アイルキャッチユー  2014 鹿毛  [血統][産駒]  FNo.[16-h],アイルハヴアナザー  I'll Have Another(米)  2009 栗毛  [血統][産駒],-0.43136850188066794,3
1,1,2,アイスアイスベイビ,牡2,56.0,菊沢,岩戸,458(0),美浦,2023102937,01161,ゴールドシップ  2009 芦毛  [血統][産駒]  Halo系,ブライテストリング  2015 鹿毛  [血統][産駒]  FNo.[11],ダノンシャンティ  2007 黒鹿毛  [血統][産駒],-0.821159837598662,4
2,2,3,パルミエ,牝2,55.0,丸山,宮田,464(0),美浦,2023105254,01127,マインドユアビスケッツ  Mind Your Biscuits(米)  2013 栗毛  [血統][産駒]  Deputy Minister系,モードフランス  2016 黒鹿毛  [血統][産駒]  FNo.[16-g],アサクサキングス  2004 鹿毛  [血統][産駒],-1.778223359440932,12
3,2,4,エアトベーレ,牝2,55.0,嶋田,手塚久,408(0),美浦,2023100964,01134,レイデオロ  2014 鹿毛  [血統][産駒]  Mr. Prospector系,マウレア  2015 鹿毛  [血統][産駒]  FNo.[9-f],ディープインパクト  2002 鹿毛  [血統][産駒],-1.347341445926017,8
4,3,5,ウインポーシャ,牝2,55.0,黛,矢嶋,472(0),美浦,2023105854,01109,リオンディーズ  2013 黒鹿毛  [血統][産駒]  Mr. Prospector系,ウインオリアート  2011 黒鹿毛  [血統][産駒]  FNo.[16-g],ステイゴールド  1994 黒鹿毛  [血統][産駒],1.5236589153843192,1
5,3,6,ベルトラッキ,牡2,53.0,▲上里,加藤士,470(0),美浦,2023105552,01217,デクラレーションオブウォー  2009 鹿毛  [血統][産駒]  Danzig系,ロマンチックキス  2016 黒鹿毛  [血統][産駒]  FNo.[22],ルーラーシップ  2007 鹿毛  [血統][産駒],0.40238246174633774,2
6,4,7,キョウエイシュバル,牡2,53.0,▲石田,萱野,472(0),美浦,2023100303,01203,リアルスティール  2012 鹿毛  [血統][産駒]  Halo系,ボヘミアンシュバル  2017 栗毛  [血統][産駒]  FNo.[4-m],マジェスティックウォリアー  Majestic Warrior(米)  2005 鹿毛  [血統][産駒],-1.1638175762141256,7
7,4,8,カイキアス,牡2,56.0,吉田隼,松永幹,500(0),栗東,2023106882,01095,サトノダイヤモンド  2013 鹿毛  [血統][産駒]  Halo系,イースト  East(英)  2016 栗毛  [血統][産駒]  FNo.[8-f],Frankel  2008 鹿毛  [血統][産駒],-1.3752940857699867,9
8,5,9,ショウグンマサムネ,牡2,56.0,荻野極,佐藤悠,472(0),栗東,2023103897,01160,スワーヴリチャード  2014 栗毛  [血統][産駒]  Halo系,ナオミノユメ  2009 鹿毛  [血統][産駒]  FNo.[20-a],ジャングルポケット  1998 鹿毛  [血統][産駒],-1.1009120968588293,6
9,5,10,フォーチュンローズ,牝2,55.0,石川,上原佑,452(0),美浦,2023103522,01150,ハービンジャー  Harbinger(英)  2006 鹿毛  [血統][産駒]  Danzig系,フェータルローズ  2009 栗毛  [血統][産駒]  FNo.[2-f],タニノギムレット  1999 鹿毛  [血統][産駒],-0.859930371418086,5
10,6,11,ノーブルスアーク,牝2,55.0,横山琉,尾形,428(0),美浦,2023103651,01192,シルバーステート  2013 青鹿毛  [血統][産駒]  Halo系,カーヴィシャス  2010 黒鹿毛  [血統][産駒]  FNo.[B3],シンボリクリスエス  1999 黒鹿毛  [血統][産駒],-1.7169776383410484,10
11,6,12,メジロピオラ,牝2,55.0,丹内,武井,470(0),美浦,2023103905,01091,リオンディーズ  2013 黒鹿毛  [血統][産駒]  Mr. Prospector系,メジロシャレード  2006 鹿毛  [血統][産駒]  FNo.[10-d],マンハッタンカフェ  1998 青鹿毛  [血統][産駒],-1.7169776383410484,10
12,7,13,グルノーブル,牡2,56.0,秋山稔,佐藤吉,516(0),美浦,2023105958,01181,マクマホン  Mac Mahon(伊)  2014 鹿毛  [血統][産駒]  Northern Dancer系,ラデビーナ  La Divina(秘)  2014 青鹿毛  [血統][産駒]  FNo.[14-c],Southdale  2006 黒鹿毛  [血統][産駒],-2.7840010830942483,15
13,7,14,タイキヴィグルーズ,牡2,54.0,◇今村,大竹,438(0),美浦,2023102175,01193,ハービンジャー  Harbinger(英)  2006 鹿毛  [血統][産駒]  Danzig系,アヴァンセヴェリテ  2017 鹿毛  [血統][産駒]  FNo.[22],オルフェーヴル  2008 栗毛  [血統][産駒],-2.7840010830942483,15
14,8,15,シンショク,牡2,56.0,武藤,尾形,476(0),美浦,2023100558,01169,フィエールマン  2015 鹿毛  [血統][産駒]  Halo系,シャインプレジャー  2006 鹿毛  [血統][産駒]  FNo.[12],アグネスデジタル  1997 栗毛  [血統][産駒],-2.1517692329775735,13
15,8,16,ホウオウストライク,牡2,56.0,小沢,池江,482(0),栗東,2023110105,01185,Good Magic  2015 栗毛  [血統][産駒]  Mr. Prospector系,Nightlife Baby  2012 [血統][産駒]  FNo.[C2],Flatter  1999 鹿毛  [血統][産駒],-2.1517692329775735,13
