,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202604030408,1,5,5,ゾロアストロ,牡3,55.0,岩田望,0:1:59.6,,2,3.5,33.8,,美浦 宮田,470(+2),芝,2000,良,オープン
202604030408,2,3,3,ロデオドライブ,牡3,57.0,ルメー,0:1:59.6,アタマ,3,3.7,34.0,,美浦 辻,476(0),芝,2000,良,オープン
202604030408,3,7,8,ダノンシーマ,牡4,57.0,川田,0:1:59.6,アタマ,1,3.2,33.9,,栗東 中内田,490(+2),芝,2000,良,オープン
202604030408,4,2,2,サヴォーナ,牡6,57.0,池添,0:1:59.8,1.1/4,8,26.5,34.4,,栗東 中竹,530(-6),芝,2000,良,オープン
202604030408,5,7,9,アーバンシック,牡5,59.0,三浦,0:1:59.9,クビ,7,18.4,34.0,,美浦 武井,522(0),芝,2000,良,オープン
202604030408,6,4,4,ドゥレッツァ,牡6,59.0,田辺,0:1:59.9,クビ,4,9.2,34.3,,美浦 尾関,484(+6),芝,2000,良,オープン
202604030408,7,1,1,ボーンディスウェイ,牡7,57.0,丸山,0:2:00.0,1/2,11,85.1,34.5,,美浦 牧,490(-4),芝,2000,良,オープン
202604030408,8,6,6,チェルヴィニア,牝5,56.0,津村,0:2:00.0,ハナ,6,15.5,34.2,,美浦 木村,504(+2),芝,2000,良,オープン
202604030408,9,6,7,ジュンブロッサム,牡7,58.0,杉原,0:2:00.1,クビ,10,60.5,33.9,,栗東 友道,472(0),芝,2000,良,オープン
202604030408,10,8,10,バレエマスター,牡7,57.0,菊沢,0:2:00.1,クビ,9,36.9,34.1,,栗東 梅田,472(-10),芝,2000,良,オープン
202604030408,11,8,11,ステレンボッシュ,牝5,56.0,戸崎圭,0:2:00.7,3.1/2,5,13.3,34.7,,美浦 宮田,478(0),芝,2000,良,オープン
