,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,マリンパレス,牡3,57.0,菱田,笹田,514(-6),栗東,2023103998,1144,ビーチパトロール,マリントウショウ,キャプテンスティーヴ,0.28715475567405596,7,-0.003425811304346475,7,,
1,2,2,リードアクター,牡3,57.0,高杉,本田,504(-6),栗東,2023105148,1213,ゴールドアクター,ヴェルメリオ,マジェスティックウォリアー,0.28715475567405596,7,-0.003425811304346475,7,,
2,3,3,ダテオトコ,牡3,57.0,団野,斉藤崇,418(+6),栗東,2023102589,1180,オルフェーヴル,ディーズプラネット,クロフネ,0.6667192831523447,1,0.009431179902797734,1,,
3,4,4,カシノスパーク,牡3,54.0,▲橋木,天間,458(-2),美浦,2023105779,1215,ロジャーバローズ,ビジューブランシュ,Hansen,0.28715475567405596,7,-0.003425811304346475,7,,
4,5,5,グロリアス,牝3,55.0,小崎,新谷,460(+2),栗東,2023102891,1152,マジェスティックウォリアー,オリーブティアラ,キングカメハメハ,0.6667192831523447,1,0.009431179902797734,1,,
5,6,6,メイショウアカリ,牝3,55.0,太宰,松下,512(-8),栗東,2023106568,1037,ホッコータルマエ,メイショウワカツキ,マンハッタンカフェ,-0.3210910733187331,11,-0.024028925423301515,11,,
6,6,7,ロードヴェリタス,牡3,57.0,西塚,友道,498(+6),栗東,2023105821,1200,Essential Quality,ボーディシッタ,Showcasing,0.28715475567405596,7,-0.003425811304346475,7,,
7,7,8,ピエナオルカ,牡3,57.0,ハマーハン,谷,484(+2),栗東,2023100715,5676,ゴールドドリーム,ピエナアイリス,スウェプトオーヴァーボード,0.28715475567405596,7,-0.003425811304346475,7,,
8,7,9,テイエムパイロダン,牡3,57.0,酒井,宮地,454(+2),栗東,2023102610,1034,パイロ,プリモダヴィンチ,ゴールドアリュール,0.28715475567405596,7,-0.003425811304346475,7,,
9,8,10,レイサンソク,牡3,57.0,松山,吉村,534(+8),栗東,2023102706,1126,シスキン,ミラグロッサ,フジキセキ,0.34684569848749225,3,-0.0014038996889561349,3,,
10,8,11,テンマジックアワー,牡3,57.0,田口,高柳大,480(+6),栗東,2023100666,1208,パイロ,アドマイヤジュエル,アドマイヤベガ,0.34684569848749225,3,-0.0014038996889561349,3,,
