,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ブラックジェダイト,牡4,57.0,佐々木,大竹,468(+14),美浦,2022106393,1197,キタサンブラック,ウェルアウェイ,Monsun,1.1997104620161214,4,0.2039582931572443,4,,
1,1,2,デイジー,牝5,56.0,江田照,田中勝,468(-4),美浦,2021104173,689,デクラレーションオブウォー,リボンフラワー,ディープインパクト,1.6841140355090833,3,0.5244400080479727,3,,
2,2,3,ファーマムーン,牝4,53.0,△長浜,深山,448(-30),美浦,2022102045,1214,ミッキーロケット,アイアムカガヤキ,モーリス,0.4537925527947741,7,-0.2895414739712026,7,,
3,2,4,レモンバーム,牝4,55.0,津村,嘉藤,452(+4),美浦,2022106796,1092,ジョーカプチーノ,フライングメリッサ,ダンスインザダーク,-0.26925213718569163,10,-0.7679083045803531,10,,
4,3,5,ディクシーヴォーグ,牝4,53.0,◇今村,菊川,440(-8),美浦,2022102530,1193,デクラレーションオブウォー,レッドヴォーグ,シンボリクリスエス,-0.2837142581484289,11,-0.7774764530844486,11,,
5,3,6,ポッドロルフ,牡4,54.0,▲大久保,小野,480(+28),美浦,2022100700,1194,モズアスコット,グリエルマ,ロードカナロア,0.5702256942663128,5,-0.21250923290030618,5,,
6,4,7,クライスレリアーナ,牝4,55.0,ルメール,木村,462(0),美浦,2022104818,5339,サートゥルナーリア,シユーマ,Medicean,1.823752124886603,2,0.6168246575357468,2,,
7,4,8,ブルスカメンテ,牝4,55.0,石川,黒岩,428(0),美浦,2022104844,1150,ドゥラメンテ,スウィッチインタイム,Galileo,0.527841113610783,6,-0.24055089864496643,6,,
8,5,9,クリフハンガー,セ5,58.0,荻野極,上原博,454(-2),美浦,2021101701,1160,ルーラーシップ,リリックドラマ,ステイゴールド,-0.10231011683167257,8,-0.6574593568474019,8,,
9,5,10,キャトルエピス,牝4,55.0,横山武,栗田,454(-4),美浦,2022105293,1170,キズナ,キャリサガ,Sageburg,-0.997770553030326,13,-1.2498965557317614,13,,
10,6,11,ショウナンマリーナ,牝4,55.0,丸山,森一,434(+6),美浦,2022101259,1127,リアルスティール,ショウナンハイル,ハーツクライ,-1.1576598460930776,14,-1.3556794145656081,14,,
11,6,12,スペシャルバニー,牝4,55.0,大野,田村,408(-2),美浦,2022101618,1096,バゴ,リーサルウェポン,ディープインパクト,-2.3117897066312825,16,-2.119252470488276,16,,
12,7,13,シアブリス,牝5,53.0,▲舟山,黒岩,458(+12),美浦,2021105742,1221,エピファネイア,ブリスフルデイズ,キングカメハメハ,-0.6038866684057167,12,-0.9893027250503064,12,,
13,7,14,チョングク,牡4,57.0,嶋田,南田,486(-4),美浦,2022104533,1134,ディープブリランテ,オフェーリアシチー,アドマイヤコジーン,-2.1110939247841283,15,-1.9864720125038011,15,,
14,8,15,スモーキーゴッド,牡4,57.0,杉原,萩原,460(+12),美浦,2022104592,1135,シルバーステート,アガルタ,キングカメハメハ,-0.21880653996103594,9,-0.7345334651037002,9,,
15,8,16,ウインイザナミ,牝4,55.0,丹内,上原博,500(+2),美浦,2022106229,1091,モーリス,コスモネモシン,ゼンノロブロイ,1.9168402756128629,1,0.678411837757471,1,,
