,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,ランフォーザエイジ,牝2,55.0,浜中,小島,456(0),7.1,5,美浦,2024103702,1115,エフフォーリア,エバープリンセス,ハービンジャー,-0.1953641396388618,8,-0.7324634446128037,13,-0.2659437761582393,11,-1.0609420086640788,13,0.0149091176212643,0.1119275043525712
1,2,2,シャムスクッカ,牡2,55.0,小沢,高柳大,478(0),43.3,11,栗東,2024100203,1185,ベンバトル,カウニスクッカ,マンハッタンカフェ,-1.0075865628868006,14,-0.7513572522019504,14,-0.4517003185370478,14,-0.0281394119012961,9,0.0418786245767949,0.0183530087968419
2,3,3,フィオリアーモ,牝2,55.0,横山武,池上,458(0),5.9,3,美浦,2024106509,1170,モーリス,パルティアーモ,ワークフォース,0.0526022260180795,5,0.3629230804101447,1,-0.1264957060015774,9,-1.2389251827458774,14,0.0124782829908226,0.1346924204920772
3,3,4,テンカタイヘイ,牡2,55.0,丹内祐次,小野,432(0),16.3,8,美浦,2024106851,1091,トーセンレーヴ,トーセンベニザクラ,ダイワメジャー,-0.8665456651117849,12,-0.2103195878422505,8,0.2570143147503593,2,-0.6255196654349173,12,0.023043766290168,0.0487536982149236
4,4,5,ルージュロマーナ,牝2,55.0,横山和,手塚徳,460(0),18.3,10,美浦,2024102132,1140,ウィルテイクチャージ,マレーナ,ダイワメジャー,-0.863475794745257,11,0.0796123578210889,3,0.3635762170011257,1,-0.4086771465279484,11,0.0286237790826569,0.0434254251859702
5,4,6,ロジアコース,牡2,55.0,岩田康,加藤征,490(0),6.8,4,美浦,2024106754,5203,ロジユニヴァース,ロジマギーゴー,ハーツクライ,0.2667956940303831,4,-0.1607021035121512,7,-0.1992571191476488,10,0.1055700905785431,8,0.0478698105564102,0.1168654824857729
6,5,7,カリスマン,牡2,55.0,吉田隼,武井,426(0),57.9,13,美浦,2024106804,1095,フィエールマン,カーヴィシャス,シンボリクリスエス,-0.9752414804861156,13,0.0430336197179049,4,-0.0296898458872555,6,0.1321430600543893,7,0.0491589052541403,0.013725134385203
7,5,8,エコロルーク,牡2,55.0,佐々木,藤原,466(0),4.4,1,栗東,2024104678,1197,エフフォーリア,グラミスキャッスル,クロフネ,2.0363574569413934,2,-0.0086261098950645,5,-0.3466731804851836,12,1.0987179427440632,4,0.1292350575880861,0.1806102911143763
8,6,9,ステラルミノーザ,牡2,54.0,☆長浜,千葉,456(0),48.9,12,美浦,2024101916,1214,フィエールマン,ベッラヴォルタ,ヴィクトワールピサ,0.4106778595232114,3,-0.296494009072327,9,0.1964806317724574,3,1.314025330045984,1,0.1602828850077043,0.0162512327383078
9,6,10,エコロヴァルド,牡2,55.0,鮫島駿,牧浦,522(0),18.4,9,栗東,2024107319,1157,デクラレーションオブウォー,ザフィーナ,Casamento,-0.2577366080201404,9,-0.2996045556973346,11,0.0880823080339768,4,0.6005969719750581,6,0.0785324509553648,0.0431894174403943
10,7,11,ラヴァンドローリエ,牝2,55.0,古川吉,宮,466(0),111.8,14,栗東,2024103131,1015,ダノンスマッシュ,プティットクルール,マンハッタンカフェ,-0.0722329835743523,6,-0.2969642894017763,10,-0.0790132771946914,7,1.103277797918859,3,0.1298256963243497,0.007108097324716
11,7,12,プリームスリール,牝2,55.0,斎藤,東田,454(0),30.5,10,栗東,2024106575,1178,アルバート,プリームス,フジキセキ,-0.1327428928601653,7,-0.0230190754275649,6,-0.0790132771946914,7,0.8997362917968077,5,0.1059165211111926,0.0260552551115821
12,8,13,サルトヴェローチェ,牡2,55.0,北村友,上村,488(0),4.4,1,栗東,2024106406,1102,マインドユアビスケッツ,スピードリッパー,ファルブラヴ,2.1684811064158174,1,0.126758644482709,2,-0.3822421221151169,13,1.1792248019043603,2,0.1400696441682874,0.1806102911143763
13,8,14,ヒアカムズザサン,牡2,55.0,武豊,中竹,450(0),13.6,6,栗東,2024106020,666,エピファネイア,プリュス,ヴィクトワールピサ,-0.563988215605407,10,-0.3057706889728686,12,0.0178694626710456,5,-0.1207220945614571,10,0.0381754584727572,0.0584327412428864
