,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,マイホームパパ,牡2,55.0,江田照,深山,410(0),39.3,9,美浦,2024102852,689,ミッキーグローリー,ユメノマイホーム,ストーミングホーム,-0.628524689182351,10,-0.2159115505745965,7,-0.5751302952717546,10,-0.5898604681566644,8,0.0586723922426901,0.0199745179270491
1,2,2,サンタンヌ,牝2,55.0,坂井,稲垣,446(0),11.5,5,美浦,2024106341,1163,レイデオロ,サンテローズ,ハーツクライ,-0.2324772660441597,7,-0.9530813544723072,12,-0.5976660853140959,11,-0.6053448058730808,9,0.0577708867268667,0.0682607438724374
2,3,3,ムーチョピカンテ,牡2,55.0,嶋田,奥平,430(0),96.5,12,美浦,2024102839,1134,ダノンバラード,タプローム,ケイムホーム,-1.0818040312300818,13,0.2042595836746789,1,-0.5682542205171036,9,-1.8718905166079176,12,0.0162800307306154,0.0081347000469744
3,4,4,グランオギュール,牡2,55.0,荻野極,林,454(0),2.4,1,美浦,2024106983,1160,ハービンジャー,オルトシア,ディープインパクト,1.620261903583033,2,0.1826763228065511,2,-0.1099710960368974,4,-1.635658970350521,11,0.0206181301780457,0.3270827310554295
4,4,5,ロワデュモンド,牡2,55.0,三浦,西田,486(0),19.0,6,美浦,2024107007,1122,サトノクラウン,シャルロワ,ハーツクライ,0.3382043895233232,4,-1.0062372316834889,13,-0.5539101722993092,8,0.3685727682046988,2,0.1529945856740815,0.0413157133964753
5,5,6,マハロハ,牝2,55.0,団野,清水久,458(0),10.9,3,栗東,2024102885,1180,コントレイル,カリンカ,キングカメハメハ,0.4445679838369574,3,-0.5163316690479873,8,-0.946769498009698,13,0.2435772640576002,3,0.135017854988641,0.0720182160122046
6,5,7,コスモフラムオット,牡2,55.0,武藤,武藤,466(0),21.6,7,美浦,2024103591,1169,ゴールドシップ,コスモアンジュ,トゥザワールド,-0.918187113618472,11,0.0658211101486809,3,-0.6246062013928795,12,-2.6273859936763038,13,0.0076479969055056,0.0363425256728255
7,6,8,カウェーカネム,牡2,55.0,原,池上,474(0),71.9,10,美浦,2024100646,1184,Cracksman,キャラー,Dubawi,-0.534857369962163,9,-0.0542913035372361,5,0.2036199867044431,2,-0.2931958288174202,7,0.0789357267586297,0.0109179214816833
8,6,9,ヴェルバーニア,牡2,55.0,戸崎圭,手塚久,528(0),2.5,2,美浦,2024106139,5386,キタサンブラック,アドマイヤローザ,ハービンジャー,2.2496752089349914,1,-0.6604093099637478,11,-0.3822608467907211,5,0.029582342330861,4,0.1090070007402374,0.3139994218132123
9,7,10,アズールドーン,牡2,55.0,菊沢,菊沢,436(0),39.8,8,美浦,2024106880,1161,ブリックスアンドモルタル,エレガントチャーム,ルーラーシップ,-0.417294025225212,8,-0.0777345440075018,6,-0.5129755717918165,7,-0.2286844650386501,6,0.084195821975343,0.0197235817721867
10,7,11,エンルートフライト,牡2,55.0,津村,池添,486(0),11.6,4,栗東,2024100037,1092,コントレイル,サピアウォーフ,クロフネ,0.0129022515765798,6,-0.5789738521834931,9,-0.5059526885756281,6,-0.1877078582508961,5,0.0877175423840552,0.0676722891838819
11,8,12,ナムラダックス,牡2,55.0,杉原,石栗,472(0),131.1,13,美浦,2024101876,1135,チュウワウィザード,ナムラビーム,スウェプトオーヴァーボード,-1.0243598777186973,12,-0.6145754131494527,10,-0.0462950472268566,3,-1.431033361253598,10,0.02529979779874,0.0059877845502138
12,8,13,ラヴァレード,牡2,55.0,吉田豊,高木,454(0),91.6,11,美浦,2024100519,733,マインドユアビスケッツ,ベイビーイッツユー,ダイワメジャー,0.1718926355262545,5,0.0577292304206173,4,0.2658583325060568,1,0.4492071673879375,1,0.1658422328965479,0.0085698532154261
