,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,セボンサデッセ,牡4,58.0,武豊,橋口,,---.-,**,栗東,2022104903,666,ルヴァンスレーヴ,チャームクォーク,クロフネ,1.2059997159253384,2,0.0,5,0.1936576432812367,2
1,2,2,ケイアイアギト,牡3,55.0,鮫島駿,加藤征,,---.-,**,美浦,2023102769,1157,エスポワールシチー,ターフデザイナー,Unbridled's Song,1.1246919035067462,4,0.0,5,0.0985539982628086,4
2,3,3,レッドライトニング,牡5,58.0,長浜,浅利,,---.-,**,美浦,2021102200,1214,エイシンフラッシュ,ブランシェール,ディープインパクト,1.586009508902139,1,0.0,5,0.638145268513766,1
3,3,4,マッスルバック,牡5,58.0,黛,秋山,,---.-,**,栗東,2021103809,1109,ミュゼスルタン,ベルシエロ,ダイワメジャー,0.1871478749454214,9,0.0,5,-0.9980670007428736,14
4,4,5,ライフゲート,セ4,58.0,丹内,伊藤圭,,---.-,**,美浦,2022103778,1091,マインドユアビスケッツ,フィーリンググー,セイントアレックス,-0.6940189905756621,14,-0.0140215476198475,13,-0.7334531542254675,12
5,4,6,オセアバトルプラン,牡6,58.0,古川吉,菊川,,---.-,**,美浦,2020100060,1015,バトルプラン,プレミアステイタス,タニノギムレット,0.9493402618540804,5,0.0,5,-0.1065502812039501,6
6,5,7,モレポブラーノ,牡4,58.0,小沢,庄野,,---.-,**,栗東,2022105443,1185,マインドユアビスケッツ,ハラペーニョペパー,ゼンノロブロイ,-0.0694510116715438,10,-0.0064907629733172,10,-0.6985960229946617,11
7,5,8,バタール,セ4,58.0,浜中,鹿戸,,---.-,**,美浦,2022104601,1115,ナダル,アデレードヒル,ゴールドヘイロー,0.6496344943147461,7,0.0,5,-0.4571083650851826,9
8,6,9,エアニゲラ,牝4,56.0,舟山,池添,,---.-,**,栗東,2022102308,1221,アルアイン,エアベルヘザー,エンパイアメーカー,0.5118144026569521,8,0.0,5,-0.6183129613415801,10
9,6,10,ストラーダ,牝3,53.0,横山和,安田,,---.-,**,栗東,2023100937,1140,ルヴァンスレーヴ,スイートジュエリー,キングカメハメハ,-0.116181664922717,11,-0.0140215476198475,13,-0.0575717811739233,5
10,7,11,メイショウタイピン,牡4,58.0,池添,飯田,,---.-,**,栗東,2022102828,1032,モズアスコット,メイショウキラリ,マンハッタンカフェ,0.7874951492631099,6,0.0,5,-0.2958563229970454,7
11,7,12,エンプレスフレーム,牝4,56.0,原田和,上原博,,---.-,**,美浦,2022107254,1143,カリフォルニアクローム,トロピカルガーデン,ハイアーゲーム,-0.5458551662086819,13,-0.0103692549006235,11,-0.8975437093314934,13
12,8,13,ギマール,牡5,58.0,国分恭,岡田,,---.-,**,栗東,2021105931,1124,カレンブラックヒル,アールヌーヴォー,ブライアンズタイム,1.1281208966744587,3,0.0,5,0.1025648028742259,3
13,8,14,ディアウス,牡4,58.0,横山武,吉岡,,---.-,**,栗東,2022102905,1170,シニスターミニスター,パドックシアトル,Seattle Fitz,-0.454186913173876,12,-0.0140215476198475,13,-0.4529277769612769,8
