,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ニシノイストワール,牡4,58.0,荻野極,鹿戸,468(-2),---.-,7,美浦,2022107202,1160,キズナ,ドリームアンドホープ,Royal Applause,1.2348633890138596,1,0.2581960760385933,1,-0.0209271872597231,3
1,2,2,メアヴィア,牝5,56.0,江田照,金成,478(+4),---.-,8,美浦,2021104820,689,ミッキーロケット,スイートシャイン,ディープブリランテ,-0.4687046800051978,7,-0.7923859274004601,9,-0.2248662896370759,5
2,3,3,アレクレア,牝4,56.0,松岡,蛯名利,440(+14),---.-,9,美浦,2022104851,1085,オルフェーヴル,スターズアンドクラウズ,マクフィ,-0.3594227929237671,6,-0.0630318396984031,3,-0.9229613285367492,10
3,4,4,コスモアチーブ,牡4,58.0,石川,相沢,470(-6),---.-,2,美浦,2022106792,1150,ゴールドシップ,パフォーム,マツリダゴッホ,-0.5046619518494204,8,-0.5754955827709901,7,-0.4860104271229798,6
4,5,5,ムーンストラック,牝4,56.0,菊沢,武市,460(-2),---.-,5,美浦,2022104187,1161,シュヴァルグラン,リンターバル,Desert Prince,-1.176385285505842,10,-0.8107922098076183,10,-0.7586813515131084,9
5,6,6,トレベルオール,牡5,58.0,大野,辻,460(-2),---.-,3,美浦,2021102203,1096,オルフェーヴル,トレサンセール,Rip Van Winkle,-0.2789761125282185,5,-0.203122317767193,5,-0.7095248944031297,8
6,7,7,ミッドセンチュリー,牡4,58.0,嶋田,松山,462(-12),---.-,4,美浦,2022103308,1134,トゥザグローリー,アウグスタ,エイシンフラッシュ,-0.7465919265410325,9,-0.5844851809179309,8,-0.6656044637783307,7
7,7,8,マイネルボス,牡4,58.0,柴田大,畠山,440(0),---.-,10,美浦,2022106770,1009,ダノンバラード,オーサムボス,Street Boss,0.3264568620655415,4,-0.3599197125763517,6,-0.067463875902048,4
8,8,9,アローメタル,牡3,55.0,坂井,木村,520(+2),---.-,1,美浦,2023107256,1163,キズナ,ミスベジル,Medaglia d'Oro,0.797905842274783,3,-0.1725914621746656,4,0.1000753810880557,2
9,8,10,コスモエルヴァル,牡3,55.0,津村,青木,486(+2),---.-,6,美浦,2023106426,1092,ダノンバラード,ヴァニティールールズ,New Approach,1.1755166559992951,2,0.0754299504727864,2,0.1290031223225636,1
