,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,ブルーリボン,牝2,55.0,武藤,尾形,440(0),69.9,12,美浦,2024101798,1169,ジャンダルム,レディシアトル,エンパイアメーカー,-0.3141665474452174,7,0.3640113440082631,1,0.2091769612588827,2,-0.0444282516145135,1,0.0892971104748308,0.0112787655890035
1,1,2,イキフン,牡2,55.0,菊沢,平岩,474(0),71.4,13,美浦,2024101560,1161,ロゴタイプ,セリス,スマートファルコン,-0.5628778779099619,12,-0.2019214314866098,7,0.4028898086856973,1,-0.2850690979069232,7,0.0701985940856893,0.0110418167320917
2,2,3,タクミオジュウ,牡2,55.0,池添,小島,440(0),11.4,6,美浦,2024100130,1032,オジュウチョウサン,シアワセデス,ファルブラヴ,-0.0520889624581538,6,0.2445040633941559,2,-0.097335981515177,7,-0.5891264084490129,11,0.0517938270383156,0.0691566416378375
3,2,4,ウィクフォード,牡2,55.0,西村淳,高野,458(0),4.9,2,栗東,2024106183,1171,キタサンブラック,ウィクトーリア,ヴィクトワールピサ,1.0725041530019352,2,-0.3348445267348993,9,-0.3925431989066763,16,-0.6760000088724429,12,0.047484216546766,0.1608950438104791
4,3,5,ローグアン,牡2,55.0,荻野極,浅利,470(0),36.9,10,美浦,2024100263,1160,アドマイヤマーズ,グレイスアン,ディープブリランテ,-0.3836468018964115,10,-0.1409876048769593,6,0.0835682303430983,3,-0.2349189554382612,4,0.0738088339771747,0.0213654665222587
5,3,6,ワンコール,牝2,55.0,石橋脩,牧,452(0),29.0,7,美浦,2024106974,1077,ルーラーシップ,ウィズエモーション,クロフネ,-0.3547815912107907,9,-0.5151464558175854,14,-0.3025944231766065,14,-0.2845841827655469,6,0.0702326427015423,0.0271857142990119
6,4,7,セレスタイト,牡2,55.0,嶋田,岩戸,448(0),14.0,5,美浦,2024102850,1134,ダノンバラード,ムサ,フレンチデピュティ,0.0362100322727226,5,-0.6272372608136755,15,-0.2088347083948612,12,-0.266674803591252,5,0.071501796687268,0.0563132653336676
7,4,8,ソラニワラエバ,牡2,53.0,◇今村,武井,458(0),7.7,4,美浦,2024101481,1193,オルフェーヴル,ニンフ,Galileo,0.5244054274247119,4,-0.3370334732494515,10,-0.3831204492348602,15,-0.3872350522774877,9,0.063380885737157,0.102387755152123
8,5,9,ドーンレーサー,牡2,55.0,Ｍデムーロ,中村,452(0),32.3,9,栗東,2024105844,5212,ロゴタイプ,コルデトゥリーニ,ダイワメジャー,-0.7068715748515887,14,-0.107338265394027,5,-0.024888982222418,4,-0.7156623732828361,13,0.0456377401088367,0.0244082264604132
9,5,10,クラウントリオンフ,牡2,52.0,▲上里,本間,426(0),104.0,15,美浦,2024100298,1217,ヴァンセンヌ,マリノトップレディ,トウカイテイオー,-0.4229320823987274,11,-0.4284611777564757,12,-0.0921771245704734,5,-0.0991781598429969,2,0.0845395288165339,0.0075806318718398
10,6,11,シーズアウルフ,牝2,55.0,戸崎圭,栗田,452(0),6.1,3,美浦,2024106375,5386,サートゥルナーリア,シーズアメジャー,ダイワメジャー,0.6281241701987541,3,0.029532208236375,4,-0.1970714421867777,10,-0.738922620095234,15,0.0445884457416039,0.1292435597821881
11,6,12,リサナウト,牝2,55.0,坂井,黒岩,426(0),2.4,1,美浦,2024106301,1163,リオンディーズ,グルヴェイグ,ディープインパクト,3.1539298217833114,1,0.1452318125165025,3,-0.1362572692260697,8,-0.8058805736687453,16,0.0417006538192278,0.3284940477797282
12,7,13,ハクタカ,牡2,55.0,柴田大,和田雄,450(0),83.5,14,美浦,2024103502,1009,イスラボニータ,アスタラグローリア,クロフネ,-0.7498719882857657,15,-1.022532400372235,16,-0.0970648802052851,6,-0.4887731193726768,10,0.0572612575823288,0.0094417450858844
13,7,14,エクスマキナ,牝2,55.0,石川,手塚徳,410(0),37.2,8,美浦,2024104469,1150,フィエールマン,レッドラフィーネ,ハービンジャー,-0.3462823519823474,8,-0.3581083091715249,11,-0.2014920653809153,11,-0.1940742840097471,3,0.0768859455753223,0.0211931643728856
14,8,15,インザダーク,牝2,55.0,松岡,伊藤伸,444(0),111.2,16,美浦,2024102407,1085,ラブリーデイ,ドナアンブロージア,パイロ,-0.656338926141991,13,-0.2365169803026099,8,-0.2594939763498254,13,-0.3334270439816035,8,0.0668847064249627,0.0070897995923682
15,8,16,エイシンウルクンデ,牡2,55.0,三浦,勢司,532(0),61.0,11,美浦,2024101589,1122,エイシンヒカリ,アゼナーマ,Pivotal,-0.8653149001004788,16,-0.475035360795608,13,-0.1836057150245125,9,-0.7341040965112073,14,0.0448038146824394,0.0129243559782188
