,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,メルキオル,牡4,57.0,コレット,松永幹,492(0),20.7,9,栗東,2022104796,5691,ナダル,サングレアル,ゼンノロブロイ,-0.6689139834717824,9,0.0359534803415592,7,-0.3440317151215835,6,-1.6274746872478236,10,0.0146014729493808,0.0383363383149274
1,2,2,ゴッドブルービー,牡6,57.0,角田和,角田,474(+6),12.4,7,栗東,2020106063,1186,パイロ,ゴッドビラブドミー,ブライアンズタイム,-0.0182763725148864,3,-0.0973693309780069,11,-1.4561322198697542,11,0.4302286135833192,3,0.114299901770601,0.0639969518644354
2,3,3,ジンセイ,牡5,57.0,西塚,庄野,518(-4),8.5,4,栗東,2021104646,1200,ジャスタウェイ,コマノレジェンド,ストリートセンス,-0.2408343386137817,5,-0.0902942992187087,10,-0.8489242678624674,8,-0.5695923290774864,7,0.0420561137709967,0.0933602591904704
3,4,4,サンライズアリオン,牡7,58.0,松若,平田,520(0),43.5,10,栗東,2019103419,1154,ザファクター,カシュカシュ,アフリート,-0.6690027813486379,10,0.0429016665147868,4,-1.2041343193361054,10,-0.7624946970128234,8,0.0346778932155733,0.0182428092671034
4,5,5,スナークラファエロ,セ5,57.0,団野,野中,476(+4),15.3,5,栗東,2021103987,1180,リアルスティール,シンコームーン,フォーティナイナーズサン,-0.2965596892431349,7,0.0429016665147868,4,-0.248133368302652,4,-0.0207039664644066,5,0.0728128995664496,0.0518668106613724
5,6,6,レイナデアルシーラ,牝4,55.0,田口,西園翔,512(+2),10.9,6,栗東,2022104628,1208,ナダル,アンデスクイーン,タートルボウル,-0.258736617180084,6,0.0429016665147868,4,-0.3581928326447575,7,-0.2282965255037781,6,0.0591632500125655,0.0728038718457797
6,6,7,モンブランミノル,牡5,57.0,松山,小栗,516(+18),5.8,3,栗東,2021100838,1126,キズナ,アイアンヒロイン,Congrats,0.9490893383693162,2,0.0656890088720542,1,-0.0601398694300788,1,1.1201306529556438,2,0.2278591672878204,0.1368210695032756
7,7,8,メイショウズイウン,牡4,57.0,太宰,本田,496(-4),17.4,8,栗東,2022100154,1037,ホッコータルマエ,アクアブルーハート,エンパイアメーカー,-0.6567655284803092,8,-0.0794787566238117,9,-0.8504895800560884,9,-2.039419484567012,11,0.0096714438753867,0.0456070231677585
8,7,9,シュラザック,牡4,57.0,幸,大根田,498(+4),8.8,2,栗東,2022102117,732,モーニン,レイズアスマイル,ベーカバド,-0.0520056554291401,4,-0.0182515657048601,8,-0.1315383894939069,2,0.0934854855433791,4,0.0816206736438988,0.0901775230817044
9,8,10,フェルヴェンテ,牡6,57.0,秋山稔,宮,480(+6),72.8,11,栗東,2020102045,1181,ダノンバラード,オリジンファースト,Exceed And Excel,-0.7364898728927831,11,0.0426710903963058,6,-0.208289691716482,3,-0.940704450424349,9,0.029017312870584,0.010900579713173
10,8,11,モックモック,牡6,58.0,川田,寺島,494(0),2.1,1,栗東,2020100061,1088,ダノンレジェンド,ジュピターズビコー,シングスピール,2.648495500805224,1,0.0656890088720542,1,-0.2860626771204118,5,1.441495869278654,1,0.3142198710367428,0.3778867633899994
