,race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
0,202605020709,2026/05/16,東京,晴,09,調布特別,2勝クラス,9,8,9,21.5,7,9,津村明秀,56,芝,1800,良,0:1:47.9,1.9,3-4-3,34.9,482,ヴォンフレ
1,202605020208,2026/04/26,東京,晴,08,4歳以上2勝クラス,2勝クラス,11,7,9,11.8,6,7,横山和生,56,芝,1400,良,0:1:20.9,0.2,10-10,33.0,480,ボンヌソワレ
2,202605010808,2026/02/22,東京,晴,08,4歳以上2勝クラス,2勝クラス,16,5,10,38.9,11,11,佐々木大,56,芝,1400,良,0:1:21.7,0.8,10-10,34.2,482,ピコローズ
3,202509050212,2025/12/07,阪神,晴,12,3歳以上2勝クラス,2勝クラス,17,5,10,10.0,4,9,鮫島克駿,56,芝,1400,良,0:1:20.5,0.6,14-13,34.3,468,チューラワンサ
4,202508030908,2025/10/26,京都,曇,08,壬生特別,2勝クラス,14,7,12,14.0,7,5,佐々木大,56,芝,1200,稍重,0:1:09.0,0.3,13-13,33.2,480,モジャーリオ
5,202501010710,2025/08/16,札幌,晴,10,知床特別,2勝クラス,13,8,12,6.3,4.0,3,池添謙一,56.0,芝,1200,良,0:1:08.6,0.0,7-6,33.3,480,エスペシャリー
6,202502010910,2025/07/12,函館,晴,10,HTB杯,2勝クラス,11,4,4,5.8,3.0,6,池添謙一,56.0,芝,1200,良,0:1:08.3,1.1,11-11,33.7,474,カルプスペルシュ
7,202505020709,2025/05/17,東京,雨,09,国分寺特別,2勝クラス,9,6,6,9.4,5.0,8,石川裕紀,56.0,芝,1800,稍重,0:1:49.2,1.6,4-4-4,35.5,462,ラーンザロープス
8,202507020310,2025/03/22,中京,晴,10,熱田特別,2勝クラス,17,4,8,2.5,1.0,5,ルメール,56.0,芝,1400,良,0:1:21.2,0.2,14-15,34.1,468,ソルトクィーン
9,202505010310,2025/02/08,東京,晴,10,テレビ山梨杯,2勝クラス,13,7,10,1.8,1.0,5,ルメール,56.0,芝,1400,良,0:1:21.3,0.4,8-9,34.4,486,コスモアディラート
10,202405050212,2024/11/03,東京,晴,12,3歳以上2勝クラス,2勝クラス,13,5,7,4.3,2.0,2,佐々木大,55.0,芝,1400,良,0:1:21.1,0.1,7-8,33.1,470,ハクサンバード
11,202404020106,2024/07/27,新潟,曇,06,豊栄特別,2勝クラス,18,3,5,3.7,1.0,6,坂井瑠星,53.0,芝,1600,良,0:1:32.9,0.8,1-1,34.2,476,トラマンダーレ
12,202406030511,2024/04/06,中山,曇,11,ニュージーランドT,オープン,16,3,5,5.8,4.0,11,横山和生,55.0,芝,1600,稍重,0:1:35.2,0.8,7-10-12,35.5,468,エコロブルーム
13,202405010511,2024/02/10,東京,晴,11,クイーンC,オープン,13,6,8,5.2,4.0,3,横山和生,55.0,芝,1600,良,0:1:33.4,0.3,13-12,33.5,470,クイーンズウォーク
14,202305040706,2023/10/22,東京,晴,06,,1勝クラス,9,4,4,1.1,1.0,1,横山和生,55.0,芝,1400,良,0:1:24.1,-0.8,1-1,33.4,468,(ナックジュピター)
15,202304030801,2023/09/03,新潟,晴,01,,未勝利,15,8,15,1.5,1.0,1,ルメール,55.0,芝,1400,良,0:1:22.5,-0.9,1-1,35.7,468,(ポリトナリティー)
16,202305030705,2023/06/24,東京,晴,05,,新馬,11,7,8,1.4,1.0,7,菅原明良,55.0,芝,1800,良,0:1:50.2,0.9,6-8-9,33.4,462,ヴェロキラプトル
