,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ラタフォレスト,牡5,56.0,斎藤,加藤征,510(0),美浦,2021102009,1178,パイロ,ゴールドフォレスト,ゴールドアリュール,-1.422878882253994,12,-0.1633161854453566,12,,
1,2,2,イスラアネーロ,牡7,56.0,川又,吉村,456(-6),栗東,2019105741,1166,イスラボニータ,エリモフェザー,シニスターミニスター,-1.422878882253994,12,-0.1633161854453566,12,,
2,2,3,コトホドサヨウニ,牡5,57.0,松若,奥村豊,516(-6),栗東,2021103306,1154,シニスターミニスター,ティアドーロ,ハーツクライ,-1.422878882253994,12,-0.1633161854453566,12,,
3,3,4,ペプチドソレイユ,牡6,55.0,高倉,武英,490(-8),栗東,2020102095,1130,コパノリッキー,ペプチドヴィーナス,ワークフォース,-0.6118190275132595,8,-0.08764301339372876,8,,
4,3,5,ミッキークレスト,牡5,56.0,丹内,大久保,520(-2),栗東,2021105112,1091,ジャスタウェイ,ダヌスカズマイガール,Shackleford,-0.6118190275132595,8,-0.08764301339372876,8,,
5,4,6,ホールシバン,セ8,56.0,秋山稔,高橋忠,524(-2),栗東,2018100664,1181,パイロ,サマリーズ,ハードスパン,-1.422878882253994,12,-0.1633161854453566,12,,
6,4,7,サンライズホーク,セ7,58.0,松岡,牧浦,512(0),栗東,2019101681,1085,リオンディーズ,ローマンブリッジ,ブライアンズタイム,-1.422878882253994,12,-0.1633161854453566,12,,
7,5,8,ダイシンピスケス,牡8,56.0,中井,森秀,510(-2),栗東,2018100830,1141,マジェスティックウォリアー,ダイシンキャンディ,アグネスタキオン,1.3425337989249617,5,0.09470120796083478,5,,
8,5,9,マリアナトレンチ,牡6,55.0,富田,東田,472(-2),栗東,2020102737,1168,ハーツクライ,アイアムルビー,Saint Liam,1.3425337989249617,5,0.09470120796083478,5,,
9,6,10,レイナデアルシーラ,牝4,53.0,田口,西園翔,510(-12),栗東,2022104628,1208,ナダル,アンデスクイーン,タートルボウル,0.009414718691026197,7,-0.029680918628451822,7,,
10,6,11,スナークラファエロ,セ5,56.0,小崎,野中,464(-8),栗東,2021103987,1152,リアルスティール,シンコームーン,フォーティナイナーズサン,1.451070075228429,2,0.10482781484754942,2,,
11,7,12,ダンツエラン,牝4,53.0,黛,本田,492(-2),栗東,2022103304,1109,ロードカナロア,ミスチヴァスミスティ,Into Mischief,1.451070075228429,2,0.10482781484754942,2,,
12,7,13,カンピオーネ,牡7,55.0,菊沢,栗田,516(-10),美浦,2019100286,1161,ヘニーヒューズ,エルフィン,ダンシングブレーヴ,-1.422878882253994,12,-0.1633161854453566,12,,
13,8,14,レアンダー,牡5,54.0,古川吉,大根田,460(0),栗東,2021100836,1015,シルバーステート,ミスエンピリカル,プリサイスエンド,1.727843985688489,1,0.13065126008802563,1,,
14,8,15,タガノミスト,牝5,55.0,丸山,渡辺,482(-8),栗東,2021106554,1127,マジェスティックウォリアー,ミトス,エンパイアメーカー,1.3425337989249617,5,0.09470120796083478,5,,
