,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,オドワローズ,牝3,55.0,亀田,渡辺,446(+2),栗東,2023106942,1176,レイデオロ,オーロラエンブレム,ディープインパクト,1.2656292721606592,2,0.2012149991662318,2,,
1,2,2,ロマンスドール,牝3,55.0,丸田,石栗,372(-4),美浦,2023102196,1117,マクフィ,カプレーゼ,アグネスデジタル,0.5211657422218506,5,-0.05625795073263026,5,,
2,3,3,ライヴマルガリータ,牝3,55.0,古川吉,牧,462(0),美浦,2023101046,1015,モズアスコット,ライトフェアリー,サムライハート,-0.17205807224719172,7,-0.2960096286504949,7,,
3,3,4,メエメエ,牝3,53.0,◇永島,高橋康,480(0),栗東,2023107466,1187,トウケイヘイロー,トウケイランラン,エンパイアメーカー,-1.389613015276066,13,-0.7171013950548913,13,,
4,4,5,コイバナ,牝3,55.0,幸,渡辺,456(+2),栗東,2023102700,732,モズアスコット,タイムピース,ルーラーシップ,-0.30738384871148333,9,-0.34281209171605176,9,,
5,4,6,コズミックフレア,牝3,55.0,団野,吉田,480(+4),栗東,2023103852,1180,アメリカンペイトリオット,ハービンマオ,ハービンジャー,-0.3993929628920937,10,-0.37463347327870555,10,,
6,5,7,ヴァイヴァーイ,牝3,55.0,小崎,小崎,460(0),栗東,2023106711,1152,マジェスティックウォリアー,イリデ,Indian Charlie,-0.9633312332659761,12,-0.5696717044274634,12,,
7,5,8,ディレクティオ,牝3,55.0,吉田隼,金成,442(-4),美浦,2023102796,1095,ニューイヤーズデイ,アメイジングライフ,ハーツクライ,1.3188198695289415,1,0.21961098427569714,1,,
8,6,9,エイカイコバチ,牝3,55.0,西塚,藤原,446(0),栗東,2023107144,1200,エピファネイア,ノーブルスコア,ディープインパクト,-3.180861673473544,14,-1.3366053163099616,14,,
9,6,10,セレーノ,牝3,52.0,▲田山,高橋亮,446(+2),栗東,2023104372,1220,モーリス,アングルティール,ディープインパクト,-0.279765980979045,8,-0.33326044332896154,8,,
10,7,11,レステダンルヴァン,牝3,55.0,吉村,藤岡健,504(+12),栗東,2023103735,1216,キズナ,ワイ,Galileo,0.6527861688953775,4,-0.010736984077130923,4,,
11,7,12,エアトベーレ,牝3,55.0,嶋田,手塚久,404(-4),美浦,2023100964,1134,レイデオロ,マウレア,ディープインパクト,-0.5980467786270934,11,-0.4433379589775006,11,,
12,8,13,スーパーシスター,牝3,51.0,★河原田,今野,444(0),栗東,2023101971,1204,シニスターミニスター,キララアモーレ,ヘニーヒューズ,-0.02623389259838039,6,-0.24557628948632235,6,,
13,8,14,エボニードール,牝3,52.0,▲舟山,寺島,434(-2),栗東,2023102889,1221,キタサンブラック,ヴィクタシア,Bluegrass Cat,0.7284441722370218,3,0.01542936057299891,3,,
