,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,course_len,weather,race_type,ground_state,date,class,horse_id,jockey_id,通過,上り
202405010101,1,4,7,エースアビリティ,牡3,57.0,ルメール,0:1:26.9,,1.4,1.0,480,[東] 堀内岳志,1400,晴,ダート,良,2024年01月27日,未勝利,2021102098,05339,4-4,37.3
202405010101,2,3,6,モリノセピア,牡3,57.0,津村明秀,0:1:27.2,2,16.6,4.0,484,[東] 鈴木伸尋,1400,晴,ダート,良,2024年01月27日,未勝利,2021106307,01092,1-1,37.9
202405010101,3,7,13,スマートスコープ,牡3,54.0,小林勝太,0:1:28.2,6,29.0,6.0,500,[東] 加藤征弘,1400,晴,ダート,良,2024年01月27日,未勝利,2021102721,01205,2-2,38.7
202405010101,4,2,4,テイエムビッグサー,牡3,57.0,大野拓弥,0:1:28.5,2,26.3,5.0,500,[東] 石栗龍彦,1400,晴,ダート,良,2024年01月27日,未勝利,2021103466,01096,7-6,38.6
202405010101,5,6,11,フォルスタクラス,牡3,57.0,三浦皇成,0:1:28.7,1,14.7,3.0,472,[東] 上原博之,1400,晴,ダート,良,2024年01月27日,未勝利,2021101739,01122,4-5,38.9
202405010101,6,1,2,マイネルウォーリア,牡3,56.0,原優介,0:1:28.7,クビ,59.4,7.0,462,[東] 高木登,1400,晴,ダート,良,2024年01月27日,未勝利,2021106245,01184,10-10,38.3
202405010101,7,5,10,アオイサクラ,牝3,54.0,横山琉人,0:1:29.4,4,223.6,11.0,432,[東] 小島茂之,1400,晴,ダート,良,2024年01月27日,未勝利,2021109004,01192,15-15,37.6
202405010101,8,8,16,サイモンモーニング,牡3,57.0,横山和生,0:1:29.4,ハナ,80.7,8.0,434,[東] 勢司和浩,1400,晴,ダート,良,2024年01月27日,未勝利,2021103106,01140,16-16,36.8
202405010101,9,8,15,レオスパーク,牡3,57.0,木幡巧也,0:1:29.6,1.1/4,152.6,9.0,524,[東] 牧光二,1400,晴,ダート,良,2024年01月27日,未勝利,2021102658,01162,7-6,39.6
202405010101,10,6,12,ゲンブ,牡3,57.0,川田将雅,0:1:29.8,1,3.2,2.0,488,[東] 高木登,1400,晴,ダート,良,2024年01月27日,未勝利,2021106890,01088,2-2,40.3
202405010101,11,7,14,ソーラーエクリプス,牡3,57.0,杉原誠人,0:1:29.8,クビ,651.0,16.0,456,[東] 清水英克,1400,晴,ダート,良,2024年01月27日,未勝利,2021104166,01135,7-10,39.3
202405010101,12,2,3,ニシノオーシャン,牡3,57.0,武士沢友,0:1:30.1,1.1/2,254.7,12.0,522,[東] 小桧山悟,1400,晴,ダート,良,2024年01月27日,未勝利,2021104048,01029,14-14,38.5
202405010101,13,3,5,ドゥグラン,牝3,55.0,柴田大知,0:1:30.4,2,545.5,14.0,442,[東] 南田美知,1400,晴,ダート,良,2024年01月27日,未勝利,2021102205,01009,10-8,40.2
202405010101,14,4,8,キリングパート,牝3,55.0,岩部純二,0:1:31.5,7,546.2,15.0,434,[東] 萱野浩二,1400,晴,ダート,良,2024年01月27日,未勝利,2021102018,00726,12-12,40.2
202405010101,15,5,9,フェスティヴルディ,牡3,57.0,野中悠太,0:1:31.6,クビ,184.5,10.0,496,[東] 清水英克,1400,晴,ダート,良,2024年01月27日,未勝利,2021106899,01158,6-8,41.5
202405010101,16,1,1,アフロマン,牡3,57.0,木幡育也,0:1:32.8,7,372.5,13.0,410,[東] 萱野浩二,1400,晴,ダート,良,2024年01月27日,未勝利,2021107090,01167,13-12,41.5
