,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ワッザイカ,牡2,55.0,泉谷,松永幹,444(0),---.-,6,栗東,2024108108,1182,スワーヴリチャード,ローランダー,トゥザグローリー,0.5846356470546837,9,-0.44674449632535196,9,-0.050934392623487486,7
1,2,2,リエーヴェ,牡2,53.0,◇永島,松下,464(0),---.-,2,栗東,2024109107,1187,ジャンダルム,ハナオウギ,Super Saver,1.3238243118616497,3,0.4793327263778927,3,0.019136015661971314,6
2,3,3,ニシノキヅイタラ,牝2,53.0,△田山,谷,400(0),---.-,4,栗東,2024108089,1220,セイウンコウセイ,セイウンナナセマル,ドレフォン,0.7755714462549687,7,-0.3852200960840611,8,0.06691794812712899,4
3,4,4,カシノクロサイト,牝2,55.0,亀田,北出,418(0),---.-,7,栗東,2024108093,1176,ケープブランコ,カシノインカローズ,キングヘイロー,0.9783590030948026,5,-0.18974334667236203,7,0.11902860100538394,2
4,5,5,ヘキレキ,牡2,55.0,国分優,大根田,422(0),---.-,8,栗東,2024108030,1125,エポカドーロ,アテナブルー,ジャングルポケット,0.8529944214675356,6,0.4056153965635506,4,-0.31526396095636083,10
5,6,6,カエリールークス,牝2,55.0,松山,佐藤悠,440(0),---.-,1,栗東,2024109104,1126,シスキン,ファッチョイオ,Bated Breath,1.8348296606745478,1,0.7755205654403402,1,0.2607062151085035,1
6,7,7,クリノパッション,牡2,55.0,国分恭,高橋忠,478(0),---.-,5,栗東,2024108062,1124,エフフォーリア,モーントバーン,アドマイヤムーン,1.4271229779906638,2,0.6138884842912682,2,0.026042384271274515,5
7,7,8,ルーストカール,牡2,55.0,田口,羽月,414(0),---.-,9,栗東,2024109106,1208,フィレンツェファイア,カフェアリアドネ,スペシャルウィーク,0.2654024286772862,10,-0.589236330556929,10,-0.22572996894639863,9
8,8,9,タカモリ,牡2,55.0,幸,牧田,478(0),---.-,3,栗東,2024109102,732,ジャンダルム,サテラノサト,ディープブリランテ,1.2601224415342314,4,0.21084077350889024,5,0.11902506283278445,3
9,8,10,ソゲソゲスマイル,牝2,55.0,西塚,笹田,370(0),---.-,10,栗東,2024108050,1200,タワーオブロンドン,チェリースマイル,サクラバクシンオー,0.7191980395362528,8,0.04587499171817487,6,-0.22009270570408607,8
