,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,オレイア,牝4,53.0,▲佐藤,加藤和,396(+10),---.-,16,美浦,2022101579,1207,カレンブラックヒル,カレンピピ,トーセンホマレボシ,1.460020067048246,1,0.007751910214244431,1,0.5228280418741565,1
1,1,2,ルシェロアズーリ,牝4,56.0,津村,鈴木伸,438(-2),---.-,9,美浦,2022105996,1092,ノーブルミッション,アドマイヤラック,アドマイヤムーン,0.0998893242133303,8,-0.00956770768213353,13,0.3226826815858846,3
2,2,3,クリノゴッホ,セ6,58.0,原,新開,456(-8),---.-,12,美浦,2020103885,1184,マツリダゴッホ,カムホームラッシー,Lawman,0.45482326024981823,6,0.0019232682350533061,5,-0.32197234672768704,7
3,2,4,テルケンレンスキー,牡3,55.0,木幡初,竹内,476(-4),---.-,5,美浦,2023100954,1153,サトノダイヤモンド,バレエシューズ,Galileo,-1.1460152748153396,15,-0.014790931643717668,16,-0.9244616321595394,12
4,3,5,テンプーシャオン,牡6,58.0,ゴンサルベ,和田勇,436(-10),---.-,10,美浦,2020102767,5675,ドレフォン,ウィズエモーション,クロフネ,0.6085948698827185,4,0.0019232682350533061,5,-0.10360477618622099,5
5,3,6,デアリングエア,牝4,56.0,菊沢,菊沢,462(0),---.-,8,美浦,2022101896,1161,エピファネイア,デアリングバード,キングカメハメハ,0.5122177408535107,5,0.0019232682350533061,5,-0.2404677483051438,6
6,4,7,ラブリーガール,牝4,56.0,吉田豊,勢司,452(+2),---.-,6,美浦,2022102696,733,サートゥルナーリア,カラレイア,エンパイアメーカー,0.20508892325541878,7,0.004387036897167928,3,-0.9229035924163429,11
7,4,8,ココボロ,牝5,56.0,嶋田,松山,512(-14),---.-,14,美浦,2021106419,1134,ビッグアーサー,シルクヴァルキリー,マーベラスサンデー,-0.4880674422672944,11,-0.0016147461408949153,7,-1.3072744929651128,14
8,5,9,サムハラ,牡3,52.0,▲石田,新開,450(+4),---.-,2,美浦,2023104521,1203,サートゥルナーリア,ラブローレル,ブライアンズタイム,-0.11240275060529606,10,-0.004130084896175804,10,-0.5223572365738361,10
9,5,10,ジェイエルライナー,牝4,56.0,小林脩,青木,452(-10),---.-,15,美浦,2022101819,1183,タワーオブロンドン,ホウライサンデー,サンデーサイレンス,0.7269831097746778,3,-0.0026497167974026663,8,0.5216514340826423,2
10,6,11,エバーラスト,牡3,52.0,▲石神道,和田郎,500(+12),---.-,3,美浦,2023104764,1209,ミスターメロディ,インダルジミー,Shamardal,-0.5545482911157484,12,-0.004130084896175804,10,-1.150238077110693,13
11,6,12,ビッグフラワー,牡5,58.0,小崎,加藤征,484(-2),---.-,4,美浦,2021100958,1152,ビッグアーサー,マリアフィオーレ,ハーツクライ,-0.7927309735892565,14,-0.004130084896175804,10,-1.4884758951380674,15
12,7,13,ステートオブロック,牡4,58.0,丸山,松尾,488(+9),---.-,7,美浦,2022101520,1127,シルバーステート,シャンハイロック,ロックオブジブラルタル,0.0042438650826863294,9,-0.004130084896175804,10,-0.3567100267899377,8
13,7,14,ルクスコロン,牝4,56.0,石川,堀内,438(+8),---.-,13,美浦,2022103214,1150,モーリス,サトノコメット,ダイワメジャー,1.2870730147920475,2,0.007751910214244431,1,0.27722986075572337,4
14,8,15,ファインサマーデイ,牡3,55.0,三浦,高柳瑞,448(0),---.-,1,美浦,2023101169,1122,ファインニードル,ミッドサマーハウス,ハーツクライ,-1.6496769817731862,16,-0.013953816271295584,15,-1.7233819294949433,16
15,8,16,コックオーヴァン,牝3,53.0,松岡,伊藤伸,450(-2),---.-,11,美浦,2023106405,1085,ウインブライト,コスモミール,ヘクタープロテクター,-0.615492460986333,13,-0.012447881515720455,14,-0.4052998610679449,9
