,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,アドミラルシップ,牡5,58.0,レーン,相沢,,9.5,4,美浦,2021102708,05585,ゴールドシップ,ヴィーヴァブーケ,キングカメハメハ,0.41167329432435573,5,-0.12322775170640207,8,-0.5389915414588065,12,-0.06084480596881764,3,0.1209298288304697,0.08404229822177325
1,2,2,ハルフロンティア,牡4,58.0,松山,池添,,5.5,3,栗東,2022104724,01126,レイデオロ,カンデラ,ダイワメジャー,2.1747883859786925,1,-0.0010788882956758138,4,-0.025350779798241012,3,0.7743338331010868,1,0.27877056321175253,0.14516396965579018
2,3,3,デルシエロ,牡5,58.0,丹内,清水久,,16.9,7,栗東,2021103520,01091,レイデオロ,ネオヴィクトリア,ディープインパクト,0.013874010948388815,6,-0.06818625126121375,5,-0.10422485193204974,6,-0.17090577169800705,5,0.1083264642386991,0.04724271201815657
3,4,4,グランツローゼ,牝4,56.0,河原田,和田雄,,192.6,13,美浦,2022106824,01204,ゴールドシップ,ゲハイムローゼ,ロージズインメイ,-1.0524315930589414,13,-0.5686023586721467,13,-0.817340417534675,13,-1.9116897673991056,12,0.018998603736677815,0.004145388541572409
4,4,5,エチゴドラゴン,牡3,55.0,武豊,宮本,,2.8,1,栗東,2023102810,00666,リアルスティール,ラハイナ,Milt's Overture,1.4649643930087604,2,-0.13901833481686368,9,-0.09936829669865883,5,-0.9313624655290649,7,0.050637519356899904,0.2851435118238736
5,5,6,マイネルマスター,牡3,55.0,ロイド,青木,,38.6,10,美浦,2023106439,05693,シルバーステート,コスモバルバラ,ロージズインメイ,-1.0408362612830715,12,-0.07866586570709082,6,-0.22091501619581877,8,-3.4950687719086706,13,0.0039000387321752043,0.02068398531364886
6,5,7,ドーギッド,牝4,56.0,小沢,矢作,,42.7,11,栗東,2022105766,01185,オルフェーヴル,インフレキシビリティ,Scat Daddy,-0.16839654111026353,7,-0.07869935068125324,7,-0.2597975429233056,9,-0.11779802450954882,4,0.11423494307510712,0.01869793520156548
7,6,8,ジャケットポケット,牡3,55.0,岩田康,奥村武,,12.0,5,美浦,2023100615,05203,レイデオロ,サピアウォーフ,クロフネ,0.43051768754490904,4,-0.30920286292685184,11,-0.39425573805489245,11,0.0911355907451811,2,0.1407789383661327,0.06653348609223717
8,6,9,サイン,牡3,55.0,岩田望,佐藤悠,,14.6,6,栗東,2023106866,01174,キセキ,イヴ,ダイワメジャー,-0.640766556219911,9,0.06344019248439854,3,0.0005621743809306138,2,-1.8813483283711623,11,0.019583882919772776,0.054685057062112734
9,7,10,ユメシルベ,牝3,53.0,長浜,粕谷,,114.2,12,美浦,2023106412,01214,ウインブライト,キーパップ,フレンチデピュティ,-1.001065874373258,11,-0.23938949231090567,10,-0.1612190206931678,7,-1.7411242969521448,10,0.022531874684964957,0.0069912594842981264
10,7,11,メイショウテンク,牡3,55.0,吉田隼,荒川,,4.1,2,栗東,2023105021,01095,ポエティックフレア,フェルトベルク,ブラックタイド,0.611479740120275,3,-0.375668501725603,12,0.006017390995569841,1,-1.2991636831326925,8,0.035054064623449545,0.19473215441630393
11,8,12,ダノンシーホーク,牡3,55.0,松本,大久保,,20.5,8,栗東,2023103470,01191,ダノンスマッシュ,ダノンジャンヌ,ディープインパクト,-0.7409362665840117,10,0.08683371926334518,1,-0.2612760479076285,10,-1.7256886050534925,9,0.022882367853752812,0.03894643088326078
12,8,13,エイシンインアウト,牡3,55.0,横山琉,中尾,,24.2,9,栗東,2023105521,01192,サトノダイヤモンド,トピカ,Whipper,-0.46286441929592526,8,0.07499438785444547,2,-0.08489403219427316,4,-0.707050327141361,6,0.06337091037014593,0.03299181128540686
