,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ニチヤヲツイデ,牝3,55.0,野中,高橋文,430(-8),---.-,11.0,美浦,2023101348,1158,ダノンキングリー,グラマトフィラム,クロフネ,0.5240054109201991,6,0.007751910214244431,1,-0.590452640273919,9
1,1,2,オドラタス,牝3,55.0,田口,林,444(+12),---.-,3.0,美浦,2023103816,1208,サートゥルナーリア,ラテュロス,ディープインパクト,-0.6611687521806644,12,-0.0016147461408949153,8,-1.1085700114823323,12
2,2,3,ウインディナナコ,牝3,52.0,▲佐藤,勢司,412(+4),---.-,8.0,美浦,2023100321,1207,ミッキーアイル,ヒマラヤタカコ,タイキシャトル,-0.4992817702665633,11,-0.004130084896175804,13,-0.5793364789847597,8
3,2,4,ニットウエース,牡3,57.0,武藤,稲垣,440(+2),---.-,10.0,美浦,2023104977,1169,モズアスコット,ニットウムギ,ケイムホーム,-0.2930465710949294,8,-0.00956770768213353,16,0.3646832444019472,3
4,3,5,ノーブルラホーヤ,牝3,52.0,▲石田,深山,390(-6),---.-,6.0,美浦,2023103195,1203,ダノンキングリー,ラホーヤビーチ,タイキシャトル,-1.0059848585566586,15,-0.004130084896175804,13,-1.2846596342051066,14
5,3,6,スーホ,牡3,57.0,荻野極,上原佑,484(-10),---.-,5.0,美浦,2023107249,1160,モーリス,マーブルケーキ,キングカメハメハ,-0.9680069569255956,14,-0.0026497167974026663,10,-1.4106448155589622,16
6,4,7,キッショウダラニ,牡3,57.0,木幡巧,牧,436(+2),---.-,1.0,美浦,2023106095,1162,リオンディーズ,ダラニ,サクラバクシンオー,-0.9038033154478746,13,-0.004130084896175804,13,-1.142424447453078,13
7,4,8,ミサトレジーナ,牝3,55.0,菅原隆,天間,444(0),---.-,15.0,美浦,2023106178,1129,アニマルキングダム,ミサトペニー,オペラハウス,1.0947885769889758,4,0.00758393439014472,3,0.22436293570799848,5
8,5,9,スコアレジーナ,牝3,55.0,高杉,矢野,406(-8),---.-,9.0,美浦,2023101925,1213,サートゥルナーリア,スコアズビー,ロックオブジブラルタル,1.2119616766435897,2,0.00758393439014472,3,0.38746614598096407,2
9,5,10,ベンテンカグラ,牝3,55.0,菊沢,勢司,480(+12),---.-,7.0,美浦,2023107419,1161,アドマイヤムーン,スガノグラスワン,グラスワンダー,0.5411709004909964,5,0.0019232682350533061,7,0.137625630249446,6
10,6,11,ホットジュピター,牝3,55.0,丸田,千葉,420(+14),---.-,14.0,美浦,2023101396,1117,スワーヴリチャード,サクソンブライド,Macho Uno,1.327894118903032,1,0.00758393439014472,3,0.5488423796304736,1
11,6,12,ザウシャルト,セ3,57.0,小林脩,小野,442(-8),---.-,,美浦,2023106851,1183,レイデオロ,アルーシャ,ディープインパクト,-0.3417622176271168,9,-0.004130084896175804,13,-0.3600716068256537,7
12,7,13,カゼノハゴロモ,牝3,55.0,木幡育,的場,390(-12),---.-,13.0,美浦,2023103073,1167,ビッグアーサー,ポワティエ,Le Havre,-0.3465456492005118,10,-0.0016147461408949153,8,-0.67061933617062,11
13,7,14,アイアンパイク,牝3,55.0,横山典,村田,444(-6),---.-,2.0,美浦,2023102633,660,ヘンリーバローズ,チアズスワロー,フレンチデピュティ,-1.0554545931526096,16,-0.004130084896175804,13,-1.3535207682685981,15
14,8,15,マイネルヴェーゼン,牡3,57.0,石川,相沢,460(+4),---.-,4.0,美浦,2023106471,1150,ベンバトル,ペルソナリテ,ステイゴールド,0.19666004673114867,7,0.004380433454192422,6,-0.6387894093249887,10
15,8,16,アンパシオンス,牝3,52.0,▲水沼,田島,444(+14),---.-,12.0,美浦,2023106055,1201,キタサンブラック,プリミエラムール,ダンカーク,1.178573953774582,3,0.00758393439014472,3,0.3409909328160727,4
