,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ホーリーステップ,牝3,52.0,▲森田,斉藤崇,448(+2),---.-,3,栗東,2023102145,1222,ダノンキングリー,ホーリーシュラウド,Cape Cross,0.3995352716171612,5,-0.5125724016735435,9,-0.1617132965059026,4
1,1,2,ハイソリア,牝3,55.0,太宰,昆,400(0),---.-,13,栗東,2023101400,1037,ビッグアーサー,マリーファー,Dubawi,0.5972235499836105,4,0.050190933993781925,3,-0.3198675652076503,6
2,2,3,ランスオブラヴ,牝3,53.0,△柴田裕,奥村豊,452(-2),---.-,9,栗東,2023102639,1212,サトノダイヤモンド,オーバービュー,Frankel,-1.7525811328938126,18,-2.2577997885554426,18,-0.8996165610652866,17
3,2,4,ベルセクレト,牝3,53.0,△田山,藤岡健,470(0),---.-,15,栗東,2023109072,1220,リアルスティール,ベルリオーズ,エピファネイア,0.822810732833285,2,-0.023776996941655755,4,-0.09829328987284201,2
4,3,5,ジョービスコッティ,牝3,55.0,吉村,清水久,462(-2),---.-,2,栗東,2023100429,1216,キタサンブラック,ジョーマンデリン,ジョーカプチーノ,0.2825908315828138,6,-0.1093134409229574,5,-0.4814404743446878,9
5,3,6,キャッチミークライ,牝3,55.0,松若,牧田,402(-2),---.-,14,栗東,2023101877,1154,エイシンフラッシュ,キャッチミーアップ,ハーツクライ,-0.5984581157401094,15,-1.015901521318084,16,-0.675675501131545,13
6,4,7,ディオレガーロ,牝3,55.0,幸,長谷川,458(+4),---.-,7,栗東,2023107038,732,サートゥルナーリア,シュプリームギフト,ディープインパクト,0.14927980967642882,8,-0.5534312293844443,11,-0.3385122984656553,7
7,4,8,セレブトーチ,牝3,52.0,▲川端,坂口,496(-6),---.-,4,栗東,2023105833,1195,ダノンスマッシュ,キープセイク,Sea The Stars  Sea the Stars,0.20276567815082047,7,-0.5212744280914566,10,-0.31387630989869286,5
8,5,9,アンガーザガール,牝3,55.0,西村淳,東田,464(+4),---.-,1,栗東,2023106856,1171,リオンディーズ,アンソロジー,サクラバクシンオー,0.810200793718119,3,0.05026578091323783,2,-0.14992538228270597,3
9,5,10,サンシャインビーチ,牝3,55.0,高倉,渡辺,416(-2),---.-,12,栗東,2023101738,1130,シュヴァルグラン,パームジュメイラ,ロードカナロア,0.06521373945064755,9,-0.276526307170513,6,-0.5610628885405841,11
10,6,11,エンブルーシャ,牝3,55.0,富田,武英,418(0),---.-,6,栗東,2023100144,1168,キタサンブラック,クリーミーボイス,キングカメハメハ,-0.45368046139557666,14,-0.8606370351660018,12,-0.6472892748622737,12
11,6,12,ヴィーラー,牝3,55.0,菱田,矢作,426(+4),---.-,10,栗東,2023103081,1144,コントレイル,スウィートマナ,Easing Along,-0.3411101278888599,13,-0.923027873167614,13,-0.5224168857605118,10
12,7,13,メイショウピュルテ,牝3,55.0,西塚,笹田,426(-14),---.-,5,栗東,2023104818,1200,ミスチヴィアスアレックス,パミーナ,エスケンデレヤ,1.5010451263766313,1,0.7009279932367071,1,0.0361780444422731,1
13,7,14,ザムーン,牝3,55.0,酒井,千田,454(-4),---.-,8,栗東,2023101170,1034,アメリカンペイトリオット,ムーンチャイム,アドマイヤムーン,-0.16166462532270706,10,-0.3395864866283349,8,-0.7067399951572055,14
14,7,15,テイエムリチャード,牝3,55.0,川須,鈴木孝,502(-12),---.-,17,栗東,2023105623,1128,スワーヴリチャード,ザンスカール,エンパイアメーカー,-0.2082292460612115,11,-0.33650012348757025,7,-0.7456374504099545,16
15,8,16,リーガルスプレンダ,牝3,55.0,加藤,庄野,464(-6),---.-,11,栗東,2023103685,1156,サトノアラジン,クイーンカトリーン,Acclamation,-0.25832701164566807,12,-0.9452889549020207,14,-0.4438475438018129,8
16,8,17,フルーツベイビー,牝3,55.0,国分優,畑端,468(+8),---.-,16,栗東,2023101884,1125,ダノンプレミアム,キーポケット,デヒア,-1.0567037307425016,17,-1.005975189162891,15,-1.046989176880128,18
17,8,18,チェラブ,牝3,55.0,藤懸,平田,450(+14),---.-,18,栗東,2023101263,1138,ミスチヴィアスアレックス,スカイパッション,スペシャルウィーク,-0.8184085990681763,16,-1.2605821376233521,17,-0.7138613599646516,15
