,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,ハネマン,牝3,53.0,原田和,伊坂,,151.0,14,美浦,2023103936,1143,ファインニードル,オルレアンシェリ,ハービンジャー,-0.9414030832334812,14,-1.0090966613280492,4,-0.3570564883248286,9,-0.5767082637974678,13,0.0472309643163125,0.0053123033651908
1,2,2,メメボス,牝3,53.0,古川吉,飯田,,20.7,6,栗東,2023100718,1015,コントレイル,ピエナミント,ノヴェリスト,-0.2413486871957298,5,-2.096997472700232,12,-0.1632749657336527,4,-0.0379055727457365,5,0.0809516766603071,0.0387515849344842
2,3,3,トリスティ,牝3,50.0,▲佐藤,伊藤圭,,37.0,9,美浦,2023103085,1207,ディーマジェスティ,ディアレストトリックスキ,Proudest Romeo,-0.3467896472463237,7,-1.599643477552014,10,-0.3350810360532214,8,0.0445305826404824,3,0.0879078008470017,0.0216799407606439
3,3,4,クラウンアールシー,牡4,58.0,石川倭,水野,,72.3,11,美浦,2022101286,5534,ブリックスアンドモルタル,クラウンロゼ,ロサード,-0.4355506778906109,9,-1.4072994269140262,9,-0.423743505618138,12,0.0678023975551422,2,0.0899775650924736,0.0110948521181718
4,4,5,ユーティジャーニー,牝4,55.0,☆長浜,矢嶋,,6.3,4,美浦,2022102088,1214,ヤングマンパワー,リノワールド,オルフェーヴル,0.5185221391725429,4,-1.3561630698507643,8,-0.2644197283314349,6,-0.2531468270394688,10,0.0652751320727092,0.1273266362133054
5,4,6,ファンクション,牝3,53.0,斎藤,斎藤誠,,5.0,2,美浦,2023103648,1178,アルアイン,アミカブルナンバー,ダイワメジャー,0.7531898482645971,3,-1.1834853458913148,6,-0.1047761528906235,2,-0.4302024262806036,11,0.054683145656661,0.1604315616287649
6,5,7,テンユウ,牡3,55.0,丹内,奥村武,,17.5,5,美浦,2023103178,1091,サートゥルナーリア,レーヌミノル,ダイワメジャー,-0.4954630194742085,10,0.0981230317201858,1,-0.0502284816966527,1,-0.5300456502322091,12,0.0494871141121209,0.0458375890367899
7,5,8,トクシージェネラル,牡5,58.0,横山琉,小島,,56.6,10,美浦,2021107279,1192,Omaha Beach,ラッキーナンバー,Smart Strike,-0.593911069510721,11,0.0584042568231136,2,-0.2224511561914063,5,-0.1591605103729476,9,0.0717076512980866,0.01417239943717
8,6,9,メイショウホダワラ,牝4,56.0,吉田隼,荒川,,23.6,7,栗東,2022103237,1095,デクラレーションオブウォー,フェルトベルク,ブラックタイド,-0.2772400566953631,6,-1.2351534165899265,7,-0.4775517009028742,13,-0.0217481460049044,4,0.0822702713075305,0.0339897376332129
9,6,10,スタードメイソン,牝4,53.0,▲和田陽,加藤公,,84.4,12,栗東,2022105392,1223,ブリックスアンドモルタル,ソウルスターリング,Frankel,-0.3824791904103507,8,-0.9608758023089204,3,-0.3779607966586883,10,0.1394376854181744,1,0.0966596118095269,0.0095042394329837
10,7,11,ドラリズム,牡3,55.0,黛,武藤,,26.4,8,美浦,2023100515,1109,コパノリッキー,ラッキーレディ,ネオユニヴァース,-0.6808156540901856,13,-2.201321103237823,14,-0.508952820426918,14,-0.578253031732728,14,0.047158059761892,0.0303847654599933
11,7,12,ネッタイヤライ,牡3,55.0,横山武,矢作,,2.3,1,栗東,2023104690,1170,コントレイル,サンライズシェル,キンシャサノキセキ,2.9344683643265417,1,-1.0512536694789807,5,-0.4041739531740218,11,-0.1061395849070484,7,0.0756122555157041,0.3487642644103584
12,8,13,シェーンルスカ,牝4,53.0,▲遠藤,本間,,116.2,13,美浦,2022103018,1218,イスラボニータ,シャララ,メイショウサムソン,-0.6111305333509454,12,-2.171706281589452,13,-0.3109605556548908,7,-0.0837426724276089,6,0.0773248433359564,0.0069032513609623
13,8,14,ルクスアドラー,牡5,58.0,横山典,平岩,,5.5,3,美浦,2021101100,660,オルフェーヴル,スマートアストリア,ストラヴィンスキー,0.7999512673342395,2,-1.6346170217759592,11,-0.1622865375816899,3,-0.1310239784059856,8,0.073753908213717,0.145846874207968
