,2022100201
peds_0,フォーウィールドライブ Four Wheel Drive(米)
peds_1,ボリード
peds_2,American Pharoah (米)
peds_3,Funfair
peds_4,ディープインパクト
peds_5,ヴィクトリアズワイルドキャット Victoria's Wildcat(米)
peds_6,Pioneerof the Nile
peds_7,Littleprincessemma
peds_8,More Than Ready
peds_9,Fleuron
peds_10,サンデーサイレンス Sunday Silence(米)
peds_11,ウインドインハーヘア Wind in Her Hair(愛)
peds_12,Bellamy Road
peds_13,Flaming Mirage
peds_14,エンパイアメーカー
peds_15,Star of Goshen
peds_16,Yankee Gentleman
peds_17,Exclusive Rosette
peds_18,サザンヘイロー
peds_19,Woodman's Girl
peds_20,Distant View
peds_21,Flamboyance
peds_22,Halo
peds_23,Wishing Well
peds_24,Alzao
peds_25,Burghclere
peds_26,Concerto
peds_27,Hurry Home Hillary
peds_28,Woodman
peds_29,Flaming Leaves
peds_30,Unbridled
peds_31,Toussaud
peds_32,Lord at War
peds_33,Castle Eight
peds_34,Storm Cat
peds_35,Key Phrase
peds_36,Ecliptical
peds_37,Zetta Jet
peds_38,Halo
peds_39,Northern Sea
peds_40,Woodman
peds_41,Becky Be Good
peds_42,Mr. Prospector
peds_43,Seven Springs
peds_44,Zilzal
peds_45,Bridal Wreath
peds_46,Hail to Reason
peds_47,Cosmah
peds_48,Understanding
peds_49,Mountain Flower
peds_50,Lyphard
peds_51,Lady Rebecca
peds_52,Busted
peds_53,Highclere
peds_54,Chief's Crown
peds_55,Undeniably
peds_56,Deputed Testamony
peds_57,Ten Cents a Turn
peds_58,Mr. Prospector
peds_59,プレイメイト
peds_60,Olden Times
peds_61,Distaff Decider
