,2023103167
peds_0,フォーウィールドライブ  Four Wheel Drive(米)
peds_1,バトルムーングロウ
peds_2,American Pharoah  (米)
peds_3,Funfair
peds_4,アドマイヤムーン
peds_5,ポリリズム
peds_6,Pioneerof the Nile
peds_7,Littleprincessemma
peds_8,More Than Ready
peds_9,Fleuron
peds_10,エンドスウィープ  End Sweep(米)
peds_11,マイケイティーズ
peds_12,バチアー  Bachir(愛)
peds_13,スプリットザナイト
peds_14,エンパイアメーカー
peds_15,Star of Goshen
peds_16,Yankee Gentleman
peds_17,Exclusive Rosette
peds_18,サザンヘイロー
peds_19,Woodman's Girl
peds_20,Distant View
peds_21,Flamboyance
peds_22,フォーティナイナー
peds_23,Broom Dance
peds_24,サンデーサイレンス
peds_25,ケイティーズファースト
peds_26,Desert Style
peds_27,Morning Welcome
peds_28,トニービン
peds_29,サウンド
peds_30,Unbridled
peds_31,Toussaud
peds_32,Lord at War
peds_33,Castle Eight
peds_34,Storm Cat
peds_35,Key Phrase
peds_36,Ecliptical
peds_37,Zetta Jet
peds_38,Halo
peds_39,Northern Sea
peds_40,Woodman
peds_41,Becky Be Good
peds_42,Mr. Prospector
peds_43,Seven Springs
peds_44,Zilzal
peds_45,Bridal Wreath
peds_46,Mr. Prospector
peds_47,File
peds_48,Dance Spell
peds_49,Witching Hour
peds_50,Halo
peds_51,Wishing Well
peds_52,Kris
peds_53,Katies
peds_54,Green Desert
peds_55,Organza
peds_56,Be My Guest
peds_57,Dawn Is Breaking
peds_58,カンパラ
peds_59,Severn Bridge
peds_60,Danzig
peds_61,Din
