,2020110079
peds_0,American Pharoah (米)
peds_1,Minks Aprise
peds_2,Pioneerof the Nile
peds_3,Littleprincessemma
peds_4,Northern Afleet
peds_5,Couturier
peds_6,エンパイアメーカー Empire Maker(米)
peds_7,Star of Goshen
peds_8,Yankee Gentleman
peds_9,Exclusive Rosette
peds_10,アフリート Afleet(加)
peds_11,Nuryette
peds_12,El Prado
peds_13,Fabulous
peds_14,Unbridled
peds_15,Toussaud
peds_16,Lord at War
peds_17,Castle Eight
peds_18,Storm Cat
peds_19,Key Phrase
peds_20,Ecliptical
peds_21,Zetta Jet
peds_22,Mr. Prospector
peds_23,Polite Lady
peds_24,Nureyev
peds_25,Stellarette
peds_26,Sadler's Wells
peds_27,Lady Capulet
peds_28,Seeking the Gold
peds_29,Gorgeous
peds_30,Fappiano
peds_31,Gana Facil
peds_32,El Gran Senor
peds_33,Image of Reality
peds_34,General
peds_35,Luna de Miel
peds_36,Key to the Kingdom
peds_37,Her Native
peds_38,Storm Bird
peds_39,Terlingua
peds_40,Flying Paster
peds_41,Sown
peds_42,Exclusive Native
peds_43,Minnetonka
peds_44,Tri Jet
peds_45,Queen Zetta
peds_46,Raise a Native
peds_47,Gold Digger
peds_48,Venetian Jester
peds_49,Friendly Ways
peds_50,Northern Dancer
peds_51,Special
peds_52,Tentam
peds_53,Square Angel
peds_54,Northern Dancer
peds_55,Fairy Bridge
peds_56,Sir Ivor
peds_57,Cap and Bells
peds_58,Mr. Prospector
peds_59,Con Game
peds_60,Slew o' Gold
peds_61,Kamar
