,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,アンニャンクッキー,牝3,55.0,原,黒岩,456(0),美浦,2023102076,1184,ワールドプレミア,ロフティードリーム,キングズベスト,0.5455007430177446,8,-0.22886727650347938,8,,
1,1,2,サザンテイオー,牡3,55.0,△長浜,根本,450(-2),美浦,2023102439,1214,シルバーステート,ロンス,スウェプトオーヴァーボード,0.6612768659368431,7,-0.1522697193282503,7,,
2,2,3,リーデレクオーレ,牝3,55.0,柴田大,土田,422(+4),美浦,2023104425,1009,アルアイン,ゴルトメーネ,バゴ,-1.6228770484575923,16,-1.6634674140127532,16,,
3,2,4,ルモンテ,牡3,57.0,原田和,堀内,422(0),美浦,2023106245,1143,ワールドプレミア,ステイインハート,ステイゴールド,0.9528095729844006,4,0.04060850662623919,4,,
4,3,5,プリティウーマン,牝3,55.0,荻野極,国枝,456(0),美浦,2023102808,1160,コントレイル,マルケサ,Kingmambo,0.7279998681778348,5,-0.10812573825342522,5,,
5,3,6,スーパーチャイルド,牡3,57.0,柴田善,本間,490(-2),美浦,2023101206,641,モーリス,フェアチャイルド,エンパイアメーカー,-1.2155720063228879,13,-1.393994136915083,13,,
6,4,7,ガヤーズベース,牡3,57.0,幸,田中勝,468(0),美浦,2023105114,732,フォーウィールドライブ,ヴィンチェーレ,フェノーメノ,-0.8064953331555326,11,-1.1233487475899917,11,,
7,4,8,ビップジョワ,牝3,55.0,丸田,高柳瑞,416(-6),美浦,2023102511,1117,サトノダイヤモンド,ダイリュウキセキ,ファスリエフ,-0.5058859550022149,10,-0.9244653902106916,10,,
8,5,9,アテナガール,牝3,55.0,江田照,西田,470(0),美浦,2023102015,689,アルアイン,プリンセスメイク,キャプテンスティーヴ,1.0760779060787102,2,0.12216291485844835,2,,
9,5,10,ヴァイツェン,牝3,52.0,▲遠藤,武市,360(0),美浦,2023106453,1218,ゴールドシップ,デビリッシュウィット,Tapit,1.0467722584000543,3,0.10277427955934135,3,,
10,6,11,アイアンパイク,牝3,55.0,横山典,村田,448(-2),美浦,2023102633,660,ヘンリーバローズ,チアズスワロー,フレンチデピュティ,0.7151179479083959,6,-0.11664842496538733,6,,
11,6,12,テンムス,牝3,55.0,岩田康,古賀,426(0),美浦,2023104753,5203,ノヴェリスト,パリュール,リンカーン,0.11183180446656253,9,-0.5157829243785341,9,,
12,7,13,ウィズアツインクル,牡3,57.0,木幡巧,牧,488(-2),美浦,2023102388,1162,ダノンバラード,ツインクルスター,サクラバクシンオー,-0.9594855516035575,12,-1.2245671742340771,12,,
13,7,14,ナハトナナレオン,牝3,55.0,佐々木,矢嶋,398(+2),美浦,2023102619,1197,モーリス,メモリーズ,ディープインパクト,-1.614415467312159,15,-1.657869226500177,15,,
14,8,15,リバーブレーション,牡3,54.0,▲上里,清水英,430(-4),美浦,2023102377,1217,マインドユアビスケッツ,シュエットヌーベル,スマートファルコン,1.1216731875842603,1,0.1523287823446353,1,,
15,8,16,リッチフィールド,牡3,57.0,木幡育,杉浦,466(-2),美浦,2023105948,1167,マクマホン,トーセンブレス,ディープインパクト,-1.519670215026897,14,-1.59518570682425,14,,
