,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,シセイヒナタ,牝3,55.0,吉田豊,高橋文,420(0),美浦,2023100602,733,ノヴェリスト,シセイウタゲ,ケイムホーム,-1.2934527335478303,14,-0.970347423271665,14,,
1,1,2,アドミ,牝3,55.0,菅原明,中川,448(-6),美浦,2023100283,1179,アドマイヤマーズ,カリフォルニアネクター,Stormy Atlantic,-0.6070507853819616,10,-0.6115098146837856,10,,
2,2,3,ビアーレ,牝3,55.0,佐々木大輔,林,406(-6),美浦,2023104914,1197,ミスチヴィアスアレックス,カレーニナ,カンパニー,-0.8562874883864855,12,-0.7418059228423522,12,,
3,2,4,ジョイアミーア,牝3,55.0,三浦,高柳瑞,460(+12),美浦,2023106907,1122,モズアスコット,ヴィータアレグリア,ネオユニヴァース,1.360387886735879,3,0.4170289154765145,3,,
4,3,5,スカット,牝3,52.0,▲上里,堀内,450(+4),美浦,2023104590,1217,ゴールドドリーム,ラフィンナ,ハーツクライ,0.11845793356530655,6,-0.23222794578416156,6,,
5,3,6,アイアンブランド,牝3,55.0,丸田,南田,420(0),美浦,2023100099,1117,ビッグアーサー,アイアンクリッパー,ハーツクライ,-1.7934788407325035,16,-1.2317513616099869,16,,
6,4,7,イヌボウノキラメキ,牝3,55.0,キング,国枝,472(-2),美浦,2023103090,5643,ドレフォン,ホクラニミサ,ディープインパクト,-0.30565425033928445,8,-0.45394555927865343,8,,
7,4,8,ワンダーバリエンス,牝3,55.0,柴田大,畠山,468(-8),美浦,2023105196,1009,フィレンツェファイア,ワンダープリマ,デヒア,-0.6912893061000179,11,-0.655548077404659,11,,
8,5,9,ローズオブジャパン,牝3,55.0,松岡,田中剛,438(-4),美浦,2023101100,1085,パイロ,アエローザ,ディープインパクト,1.9977692344255054,1,0.7502395061145761,1,,
9,5,10,オニノウタゲ,牝3,55.0,木幡初,尾関,452(-8),美浦,2023102525,1153,キセキ,イルドロール,ゴールドアリュール,-0.11701657531861535,7,-0.35532944611803474,7,,
10,6,11,トコシエノヒトミ,牝3,53.0,△長浜,小笠,408(-4),美浦,2023102699,1214,ゴールドドリーム,サテラノサト,ディープブリランテ,1.3251511295231315,4,0.39860782310286863,4,,
11,6,12,ジュニアスウィート,牝3,55.0,原,小手川,468(-2),美浦,2023103084,1184,マジェスティックウォリアー,テツナゴオ,ハーツクライ,-1.01792980742886,13,-0.8263093881468363,13,,
12,7,13,マジョリカ,牝3,52.0,▲佐藤,菊沢,438(-2),美浦,2023102826,1207,リオンディーズ,プリンセスドルチェ,アドマイヤベガ,-1.4879923899599117,15,-1.0720489776873436,15,,
13,7,14,タヤスロレンヌ,牝3,55.0,江田照,岩戸,460(-2),美浦,2023104232,689,タワーオブロンドン,ディープブルーム,ディープブリランテ,-0.324215798683991,9,-0.4636491762883378,9,,
14,8,15,マイニオサラスタス,牝3,52.0,▲遠藤,石栗,388(-2),美浦,2023104853,1218,オルフェーヴル,フェニアンサイクル,ロードカナロア,1.976751037538767,2,0.739251600955187,2,,
15,8,16,ムーンブランシュ,牝3,55.0,木幡巧,牧,484(+6),美浦,2023104849,1162,ドレフォン,ミチャチスインテンタ,Paynter,0.4366178630902052,5,-0.06590011328853718,5,,
