,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,ブラックナザレ,牡2,55.0,小崎,佐藤吉,486(+16),62.5,11,美浦,2024102853,01152,キセキ,ヨイミヤ,マツリダゴッホ,-1.1113344121811741,11,0.06282777246438921,7,0.0061737372387306155,11,-0.8028299922490126,7,0.07411609827851125,0.012666800029821592
1,2,2,マルスフィス,牡2,55.0,岩田康,斎藤誠,486(-6),40.8,9,美浦,2024105581,05203,アドマイヤマーズ,リアンフィーユ,キズナ,-1.1288148484390397,12,-0.21563750603256993,9,0.011131193495534292,9,-0.916952324071245,10,0.06612258895638146,0.019403799065290432
2,3,3,ニーナラルゴ,牝2,55.0,原田和,上原博,438(0),4.1,1,美浦,2024106829,01143,Corniche,クラリース,Bay of Plenty,0.9448626363906839,4,0.4906586245656202,1,0.015549541031747435,7,-1.3829422910547036,12,0.04149282250628382,0.1930914638692316
3,4,4,タッカーヴィーチェ,牝2,55.0,丸山,田島,420(-2),23.4,7,美浦,2024103407,01127,サートゥルナーリア,バリアーモ,シンボリクリスエス,-0.4077323079144531,8,0.06175178605549762,8,0.03032659133486017,1,-0.468637858878433,4,0.10352621780979544,0.033832265036916644
4,5,5,オシゴリ,牝2,55.0,内田博,深山,418(-2),87.8,12,美浦,2024102325,00422,ロジャーバローズ,アスクザリーズン,キングカメハメハ,-0.751682617333604,9,-0.7288188460503027,11,0.008055408720417817,10,-0.46774966682166325,3,0.10361820982136088,0.00901679956564749
5,5,6,リオンパリス,牡2,55.0,木幡巧,清水英,444(+4),47.4,10,美浦,2024105119,01162,リオンディーズ,ライトインパリス,Aussie Rules,-0.23345582098388679,6,-0.5314901358920866,10,0.0061737372387306155,11,-0.21673384455661623,1,0.13318363725387863,0.016702004258731
6,6,7,サムワンユーラヴド,牝2,53.0,◇小林美,大和田,388(+2),7.9,5,美浦,2024103627,01206,ダノンキングリー,マイスウィートベイビー,Minardi,-0.12576604074805328,5,0.47744844976881495,2,0.01831561644166199,4,-1.0581665778349618,11,0.05741445918853247,0.100212025552386
7,6,8,ウィルステート,牡2,55.0,ルメール,黒岩,464(+2),4.2,2,美浦,2024106113,05339,シルバーステート,アウィルアウェイ,ジャスタウェイ,1.4838937842096283,1,0.13838152254774297,5,0.015549541031747435,7,-0.667739153182764,6,0.08483630689324263,0.1884940480628213
8,7,9,エコロテラ,牡2,55.0,菊沢,菊沢,442(-2),22.7,6,美浦,2024104541,01161,ジャンダルム,レッドプリモ,ルーラーシップ,-0.3658510862636368,7,0.2983275667228642,3,0.02321712613684252,2,-0.44981441762798136,2,0.10549339391642755,0.034875550742900864
9,7,10,ヴェントリナ,牝2,55.0,津村,相沢,450(+14),4.3,3,美浦,2024101041,01092,ゴールドシップ,ライフアンドソウル,ノヴェリスト,1.2136746457132233,3,0.23404632718648993,4,0.015549541031747435,7,-0.8628820065327577,8,0.06979628222830027,0.18411046554973245
10,8,11,ハンサム,牡2,55.0,丹内,清水久,458(-6),4.5,4,栗東,2024104872,01091,リオンディーズ,ユキノクイーン,タイキシャトル,1.4392893881350146,2,0.08262329661365689,6,0.02321712613684252,2,-0.5630810995103406,5,0.09419637059902909,0.17592777819196656
11,8,12,リキマル,牡2,55.0,原,青木,488(+8),25.0,8,美浦,2024104688,01184,シュヴァルグラン,サーキットレディ,Grand Slam,-0.9570833205847008,10,-0.8806599556616787,12,0.01617061442762512,5,-0.9157277200082644,9,0.06620361254825652,0.03166700007455398
