,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,アンジュブルー,牝3,55.0,杉原,稲垣,456(0),美浦,2023103281,1135,ダノンスマッシュ,アンシェルブルー,マンハッタンカフェ,0.2341126208418494,12,-0.17176592128788942,12,,
1,1,2,ハングローズ,牝3,55.0,佐々木,奥村武,434(-4),美浦,2023102122,1197,ドレフォン,ハワイアンローズ,キングカメハメハ,0.3490171842133765,11,-0.11169604700176702,11,,
2,2,3,ブーケドリス,牝3,55.0,三浦,宮田,458(+2),美浦,2023103802,1122,ロードカナロア,トワイライトライフ,ゴールドアリュール,0.8668693698700454,4,0.1590270189795974,4,,
3,2,4,セントリアン,牝3,55.0,原田和,萱野,430(+2),美浦,2023100888,1143,アジアエクスプレス,ラブラブラブ,オルフェーヴル,0.9322438863188784,3,0.19320354660713765,3,,
4,3,5,シュガームーン,牝3,52.0,▲佐藤,的場,400(-4),美浦,2023100031,1207,エポカドーロ,ムーンスピーク,アドマイヤムーン,-0.4073697645764285,14,-0.5071204548084125,14,,
5,3,6,ルプルミエラムール,牝3,55.0,鮫島駿,加藤征,456(+2),美浦,2023107392,1157,ブリックスアンドモルタル,ジュンハーツ,ハーツクライ,-0.5740344778935063,16,-0.5942495303049067,16,,
6,4,7,ワルキューレクイン,牝3,55.0,木幡巧,柄崎,446(0),美浦,2023106102,1162,ファインニードル,ピアンピアーノ,マンハッタンカフェ,0.475632273532841,9,-0.04550413716826201,9,,
7,4,8,グランキンバリー,牝3,55.0,菅原明,土田,438(0),美浦,2023104568,1179,エスポワールシチー,アンナヴァン,エンドスウィープ,0.7570047748415507,6,0.10159194226711965,6,,
8,5,9,ハミングディスト,牝3,52.0,▲上里,嘉藤,480(+2),美浦,2023102924,1217,ミスターメロディ,ハミングデイズ,ブラックタイド,0.09166347078307398,13,-0.24623557057873724,13,,
9,5,10,ディーズメンフィス,牝3,55.0,横山和,村田,476(0),美浦,2023102812,1140,Sottsass,アルマダニヤー,Awtaad,1.1927818837061501,2,0.32940775199807526,2,,
10,6,11,クインズヒマワリ,牝3,52.0,▲石神道,和田郎,396(0),美浦,2023102757,1209,マジェスティックウォリアー,クインズカトレア,エスポワールシチー,0.38229157807545133,10,-0.0943008400787925,10,,
11,6,12,ペイトー,牝3,55.0,木幡初,武市,492(0),美浦,2023103127,1153,オーヴァルエース,ペイシャルアス,ストロングリターン,1.3868335187471243,1,0.4308541783183052,1,,
12,7,13,セイウンサクラサケ,牝3,55.0,原,青木,462(0),美浦,2023104704,1184,セイウンコウセイ,ニシノブルームーン,タニノギムレット,0.806012292313454,5,0.12721212067634075,5,,
13,7,14,タヤスロレンヌ,牝3,55.0,江田照,岩戸,466(+2),美浦,2023104232,689,タワーオブロンドン,ディープブルーム,ディープブリランテ,0.5974123634800714,8,0.018160128889038164,8,,
14,8,15,カプリースカラー,牝3,55.0,戸崎圭,金成,416(+6),美浦,2023102282,5386,ホークビル,カプリースレディー,ジャングルポケット,-0.41047132037645895,15,-0.5087418879485117,15,,
15,8,16,ジャメビュ,牝3,52.0,▲遠藤,佐藤吉,432(+4),美浦,2023102401,1218,ダノンレジェンド,ハルシュタット,ファスリエフ,0.716248808943611,7,0.08028551477578656,7,,
