,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,course_len,weather,race_type,ground_state,date,class,horse_id,jockey_id,通過,上り
201902010101,1,6,12,アドマイヤデルタ,牡3,56.0,吉田隼人,0:1:08.9,,4.0,3.0,490,[西] 西村真幸,1200,曇,芝,良,2019年06月15日,未勝利,2016104740,01095,1-1,35.1
201902010101,2,3,5,ティレニア,牝3,54.0,藤岡佑介,0:1:09.1,1.1/2,3.7,2.0,442,[西] 高橋亮,1200,曇,芝,良,2019年06月15日,未勝利,2016104405,01093,6-5,34.9
201902010101,3,4,7,ドゥシャンパーニュ,牝3,54.0,北村友一,0:1:09.3,1,2.9,1.0,428,[西] 安田翔伍,1200,曇,芝,良,2019年06月15日,未勝利,2016104680,01102,3-3,35.2
201902010101,4,5,10,シャイニーブランコ,牡3,56.0,岩田康誠,0:1:09.5,1.1/2,10.3,5.0,442,[西] 石坂正,1200,曇,芝,良,2019年06月15日,未勝利,2016104000,05203,3-3,35.5
201902010101,5,4,8,シュンカジョウ,牝3,54.0,松岡正海,0:1:09.6,クビ,57.5,8.0,438,[西] 藤岡健一,1200,曇,芝,良,2019年06月15日,未勝利,2016105021,01085,6-5,35.4
201902010101,6,1,2,ビッケ,牡3,56.0,柴山雄一,0:1:09.6,アタマ,5.9,4.0,442,[西] 音無秀孝,1200,曇,芝,良,2019年06月15日,未勝利,2016105164,05243,9-8,35.1
201902010101,7,5,9,ジャスパーマリン,牝3,54.0,勝浦正樹,0:1:09.7,1/2,94.7,9.0,456,[西] 森秀行,1200,曇,芝,良,2019年06月15日,未勝利,2016100659,01025,2-2,35.8
201902010101,8,2,4,ブランダード,牝3,51.0,団野大成,0:1:10.1,2.1/2,187.2,12.0,368,[東] 本間忍,1200,曇,芝,良,2019年06月15日,未勝利,2016103760,01180,11-11,34.9
201902010101,9,1,1,スプリングハズカム,牝3,54.0,菱田裕二,0:1:10.6,3,104.7,10.0,516,[東] 松永康利,1200,曇,芝,良,2019年06月15日,未勝利,2016103226,01144,6-8,36.3
201902010101,10,8,15,チェインドレディー,牝3,54.0,丹内祐次,0:1:11.0,2.1/2,14.7,6.0,404,[東] 中野栄治,1200,曇,芝,良,2019年06月15日,未勝利,2016100691,01091,3-5,36.9
201902010101,11,2,3,キョウエイシンシア,牝3,54.0,荻野極,0:1:11.1,1/2,48.4,7.0,422,[西] 森田直行,1200,曇,芝,良,2019年06月15日,未勝利,2016101288,01160,9-8,36.6
201902010101,12,7,13,キョウワソレイユ,牝3,54.0,竹之下智,0:1:12.7,10,142.9,11.0,436,[西] 千田輝彦,1200,曇,芝,良,2019年06月15日,未勝利,2016100196,01036,12-12,36.3
201902010101,除,3,6,メイショウウチデ,牡3,56.0,藤岡康太,,,---,,計不,[西] 南井克巳,1200,曇,芝,良,2019年06月15日,未勝利,2016102034,01116,,
201902010101,除,6,11,フクノナルボンヌ,牝3,51.0,菅原明良,,,---,,計不,[東] 杉浦宏昭,1200,曇,芝,良,2019年06月15日,未勝利,2016102978,01179,,
201902010101,除,7,14,ヤマカツルビー,牝3,54.0,池添謙一,,,---,,計不,[西] 池添兼雄,1200,曇,芝,良,2019年06月15日,未勝利,2016105583,01032,,
201902010101,除,8,16,ヒルド,牝3,53.0,横山武史,,,---,,計不,[西] 鈴木孝志,1200,曇,芝,良,2019年06月15日,未勝利,2016106317,01170,,
